gene	OVCAR3_MOCK	OVCAR3_KO	log2FC_OVCAR3	DEG_OVCAR3	SKOV3_MOCK	SKOV3_KO	log2FC_SKOV3	DEG_SKOV3
LOC102723444	0	3	2	Upregulated	0	0	0	Neutral
HSD17B4	1945	1891	-0.040599621441716326	Downregulated	1503	939	-0.6780719051126377	Downregulated
LOC107986444	1	2	0.5849625007211562	Upregulated	0	3	2	Upregulated
FAM170A	0	3	2	Upregulated	0	0	0	Neutral
PRR16	20	20	0	Neutral	21	12	-0.758991900496205	Downregulated
LOC107986390	0	1	1	Upregulated	0	1	1	Upregulated
LOC105378753	4	3	-0.3219280948873623	Downregulated	3	6	0.8073549220576041	Upregulated
SRFBP1	326	371	0.18601198560994894	Upregulated	867	653	-0.40840440694639674	Downregulated
LOX	28	36	0.3514723705013778	Upregulated	55	24	-1.1634987322828794	Downregulated
LOC107986445	8	7	-0.16992500144231246	Downregulated	1	2	0.5849625007211562	Upregulated
ZNF474	5	11	1	Upregulated	13	8	-0.6374299206152917	Downregulated
LOC100505841	0	2	1.584962500721156	Upregulated	1	0	-1	Downregulated
SNCAIP	8	10	0.289506617194985	Upregulated	9	15	0.6780719051126377	Upregulated
MGC32805	0	0	0	Neutral	4	1	-1.3219280948873622	Downregulated
ARGFXP1	1	0	-1	Downregulated	0	0	0	Neutral
SNX2	1566	1830	0.22462661132475692	Upregulated	2804	1906	-0.5566959271833991	Downregulated
LOC105379154	1	1	0	Neutral	0	0	0	Neutral
SNX24	324	300	-0.11067623115611488	Downregulated	388	283	-0.4538792254815099	Downregulated
LINC01358	1	0	-1	Downregulated	0	0	0	Neutral
RN7SL689P	4	2	-0.7369655941662062	Downregulated	2	1	-0.5849625007211563	Downregulated
PPIC	293	450	0.6173112784190166	Upregulated	332	238	-0.4785115590905135	Downregulated
LOC107986447	0	1	1	Upregulated	0	0	0	Neutral
LOC105379152	3	3	0	Neutral	1	3	1	Upregulated
PRDM6	24	32	0.4005379295837288	Upregulated	20	5	-1.8073549220576042	Downregulated
SUMO1P5	0	1	1	Upregulated	0	0	0	Neutral
CEP120	670	794	0.2446420939715342	Upregulated	746	584	-0.3526716183184703	Downregulated
KRT8P33	28	100	1.8002304876242226	Upregulated	53	22	-1.2313255461064556	Downregulated
HMGB3P17	2	1	-0.5849625007211563	Downregulated	3	11	1.584962500721156	Upregulated
CSNK1G3	1467	1135	-0.36988913333853074	Downregulated	2201	1315	-0.7426549798291273	Downregulated
LINC01170	0	3	2	Upregulated	1	3	1	Upregulated
LOC101927397	1	1	0	Neutral	0	2	1.584962500721156	Upregulated
LOC105379155	0	0	0	Neutral	0	2	1.584962500721156	Upregulated
ZNF608	251	291	0.21254463538010088	Upregulated	325	248	-0.38872622216299657	Downregulated
LOC105378756	2	4	0.7369655941662062	Upregulated	5	2	-1	Downregulated
LOC105379158	0	0	0	Neutral	3	0	-2	Downregulated
LOC105379160	1	0	-1	Downregulated	2	0	-1.5849625007211563	Downregulated
FGGY	119	69	-0.777607578663552	Downregulated	101	66	-0.6063361515137231	Downregulated
GRAMD3	356	419	0.23446525363702297	Upregulated	493	300	-0.7147475548249755	Downregulated
ALDH7A1	1396	1546	0.14714117603957264	Upregulated	1615	1053	-0.6165523311145801	Downregulated
PHAX	716	647	-0.14597930581727997	Downregulated	1754	1290	-0.44298202988473245	Downregulated
RPLP1P7	0	0	0	Neutral	2	1	-0.5849625007211563	Downregulated
TEX43	1	0	-1	Downregulated	0	0	0	Neutral
LOC105379162	0	1	1	Upregulated	0	0	0	Neutral
LMNB1	1503	794	-0.9197778015059196	Downregulated	1664	1135	-0.5515593424539424	Downregulated
MARCH3	64	93	0.5322210386491828	Upregulated	91	61	-0.5693656456701377	Downregulated
LOC105379163	4	42	3.1043366598147357	Upregulated	12	7	-0.7004397181410921	Downregulated
C5orf63	55	158	1.5055280332267513	Upregulated	89	60	-0.5611157587667883	Downregulated
LOC105379198	0	3	2	Upregulated	0	0	0	Neutral
LOC101926944	1	0	-1	Downregulated	1	1	0	Neutral
MEGF10	0	0	0	Neutral	0	1	1	Upregulated
LOC105379199	0	0	0	Neutral	0	1	1	Upregulated
HNRNPKP1	1	0	-1	Downregulated	0	0	0	Neutral
PRRC1	1373	1022	-0.42557585907277146	Downregulated	1436	888	-0.6928047376275664	Downregulated
CCDC192	1	3	1	Upregulated	2	1	-0.5849625007211563	Downregulated
CUL1P1	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
LOC101929964	2	7	1.4150374992788437	Upregulated	5	10	0.874469117916141	Upregulated
LINC01184	173	153	-0.1761569551538269	Downregulated	145	119	-0.2829339632714988	Downregulated
SLC12A2	1405	1462	0.057333175065951626	Upregulated	1522	928	-0.7131654401046392	Downregulated
KDELC1P1	0	11	3.584962500721156	Upregulated	3	0	-2	Downregulated
FBN2	5	1	-1.5849625007211563	Downregulated	8	9	0.15200309344505006	Upregulated
SLC27A6	238	255	0.09913319201925132	Upregulated	194	102	-0.9208297865663922	Downregulated
LOC102723638	1	11	2.584962500721156	Upregulated	2	0	-1.5849625007211563	Downregulated
ISOC1	811	752	-0.10882986251324804	Downregulated	1768	1041	-0.7635787704119501	Downregulated
LOC102723654	1	11	2.584962500721156	Upregulated	3	3	0	Neutral
HOOK1	702	1213	0.7881718271831468	Upregulated	712	499	-0.5119739817818011	Downregulated
ADAMTS19	0	0	0	Neutral	1	0	-1	Downregulated
CHSY3	59	59	0	Neutral	56	31	-0.8328900141647417	Downregulated
LOC105379170	2	2	0	Neutral	2	1	-0.5849625007211563	Downregulated
CYP2J2	32	27	-0.2370391973008493	Downregulated	47	28	-0.7269815055935841	Downregulated
HSPA8P4	0	0	0	Neutral	2	0	-1.5849625007211563	Downregulated
LOC107986449	5	1	-1.5849625007211563	Downregulated	0	2	1.584962500721156	Upregulated
HINT1	2882	3649	0.3403256271598353	Upregulated	6304	4131	-0.6096561163505226	Downregulated
LYRM7	469	1031	1.1347103088582544	Upregulated	779	624	-0.3196179342001612	Downregulated
CDC42SE2	771	740	-0.05912730496224663	Downregulated	1145	710	-0.6886855791374896	Downregulated
LOC105379173	196	285	0.537819517322013	Upregulated	361	173	-1.056902391234477	Downregulated
RAPGEF6	390	525	0.42789419198495016	Upregulated	703	449	-0.6456504274202602	Downregulated
FNIP1	428	696	0.7001810083688774	Upregulated	967	637	-0.6014506235097252	Downregulated
ACTBP4	0	7	3	Upregulated	1	1	0	Neutral
ACSL6	41	53	0.36257007938470837	Upregulated	15	15	0	Neutral
C1orf87	4	4	0	Neutral	4	6	0.48542682717024166	Upregulated
CSF2	13	3	-1.8073549220576042	Downregulated	2	1	-0.5849625007211563	Downregulated
P4HA2	604	322	-0.905400977468032	Downregulated	629	385	-0.7067509811191983	Downregulated
PDLIM4	3	3	0	Neutral	2	2	0	Neutral
SLC22A4	8	14	0.7369655941662062	Upregulated	18	20	0.14438990933517493	Upregulated
LOC553103	5	11	1	Upregulated	7	4	-0.6780719051126377	Downregulated
SLC22A5	215	198	-0.11826288161981974	Downregulated	329	232	-0.5021360695915356	Downregulated
C5orf56	7	12	0.7004397181410922	Upregulated	42	26	-0.6713772525386293	Downregulated
PGBD4P8	0	1	1	Upregulated	0	0	0	Neutral
LOC102723741	4	15	1.6780719051126378	Upregulated	4	7	0.6780719051126377	Upregulated
LOC105379175	12	36	1.5090136474878577	Upregulated	5	5	0	Neutral
IRF1	448	165	-1.4355322033942222	Downregulated	632	421	-0.5849625007211563	Downregulated
IL5	3	2	-0.4150374992788438	Downregulated	4	1	-1.3219280948873622	Downregulated
RAD50	1668	1558	-0.09836302666481407	Downregulated	2860	2034	-0.49149070316957366	Downregulated
TH2LCRR	0	2	1.584962500721156	Upregulated	2	3	0.41503749927884376	Upregulated
LOC105379176	1	1	0	Neutral	0	0	0	Neutral
KIF3A	551	742	0.4286939437604273	Upregulated	714	408	-0.8058423987240029	Downregulated
CCNI2	3	6	0.8073549220576041	Upregulated	3	1	-1	Downregulated
SEPT8	846	645	-0.39082780463827377	Downregulated	1034	669	-0.6273977670415528	Downregulated
SOWAHA	13	8	-0.6374299206152917	Downregulated	13	13	0	Neutral
SHROOM1	145	85	-0.7635598041779192	Downregulated	212	159	-0.41278152533847595	Downregulated
LOC107984115	5	37	2.662965012722429	Upregulated	24	14	-0.7369655941662062	Downregulated
GDF9	10	27	1.3479233034203069	Upregulated	25	4	-2.3785116232537296	Downregulated
UQCRQ	1332	1903	0.5143566982189703	Upregulated	3344	2384	-0.48801694463594947	Downregulated
LEAP2	5	10	0.874469117916141	Upregulated	12	23	0.8845227825800641	Upregulated
LOC102725121	1	6	1.8073549220576042	Upregulated	1	5	1.584962500721156	Upregulated
AFF4	1940	1305	-0.5716452211672328	Downregulated	2703	1937	-0.4805265808671032	Downregulated
LOC105379177	1	65	5.044394119358453	Upregulated	10	4	-1.137503523749935	Downregulated
ZCCHC10	252	352	0.4805307985768701	Upregulated	859	677	-0.34305138645311634	Downregulated
LOC107986374	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
HSPA4	6258	4652	-0.42777098918663226	Downregulated	9189	5772	-0.6707436361686121	Downregulated
FSTL4	7	10	0.45943161863729726	Upregulated	5	3	-0.5849625007211563	Downregulated
CTB-49A3.2	12	22	0.8231222379159207	Upregulated	16	14	-0.18057224564182092	Downregulated
CTB-3M24.3	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
C5orf15	718	724	0.011989224462998932	Upregulated	1106	742	-0.5752211062429561	Downregulated
LOC105379183	0	1	1	Upregulated	0	0	0	Neutral
LOC107984962	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
VDAC1	3615	3101	-0.22119599137909693	Downregulated	4297	2741	-0.6484369116485575	Downregulated
LOC105379185	1	5	1.584962500721156	Upregulated	1	3	1	Upregulated
LOC101060024	0	5	2.584962500721156	Upregulated	0	0	0	Neutral
TCF7	430	302	-0.5083700756161472	Downregulated	422	313	-0.42989310422832283	Downregulated
SKP1	3055	4056	0.40876875917052413	Upregulated	4349	2880	-0.5944457404635827	Downregulated
PPP2CA	4315	3345	-0.3672574194496642	Downregulated	7444	4977	-0.5807056184884264	Downregulated
RPS13P6	1	0	-1	Downregulated	1	0	-1	Downregulated
CDKL3	67	94	0.48239276708060835	Upregulated	84	72	-0.2195663772576846	Downregulated
UBE2B	952	957	0.007549441826238458	Upregulated	1267	910	-0.4770317863373566	Downregulated
CDKN2AIPNL	678	784	0.20928107953425742	Upregulated	1188	777	-0.6119066547594639	Downregulated
LOC102546229	1	0	-1	Downregulated	1	0	-1	Downregulated
LOC107986450	0	1	1	Upregulated	0	0	0	Neutral
LINC01843	3	7	1	Upregulated	0	2	1.584962500721156	Upregulated
JADE2	248	172	-0.5253737044313563	Downregulated	600	419	-0.5169756630450627	Downregulated
LOC107986451	11	18	0.6629650127224292	Upregulated	12	5	-1.1154772174199359	Downregulated
SAR1B	738	1097	0.5712317848590477	Upregulated	1086	810	-0.42257812081003626	Downregulated
LOC105378763	5	16	1.5025003405291832	Upregulated	2	0	-1.5849625007211563	Downregulated
SEC24A	814	368	-1.1431792430580439	Downregulated	924	641	-0.5268800682813713	Downregulated
CAMLG	916	1056	0.20498173778762868	Upregulated	1050	724	-0.5357097690598817	Downregulated
DDX46	3845	4107	0.09507741897829793	Upregulated	7845	4861	-0.6904074420483666	Downregulated
RPL34P13	0	1	1	Upregulated	0	0	0	Neutral
C5orf24	1214	1777	0.5492990103366268	Upregulated	1291	872	-0.5655525110644848	Downregulated
TXNDC15	123	243	0.9765410271760111	Upregulated	286	221	-0.3704910603255819	Downregulated
PCBD2	68	90	0.3992701834205273	Upregulated	98	64	-0.6069888070511551	Downregulated
LOC101926964	1	1	0	Neutral	0	0	0	Neutral
MTND6P4	0	5	2.584962500721156	Upregulated	1	0	-1	Downregulated
MTND4P12	0	1	1	Upregulated	0	0	0	Neutral
CATSPER3	13	9	-0.4854268271702417	Downregulated	33	22	-0.5639008851933265	Downregulated
LOC107986452	3	15	2	Upregulated	9	5	-0.7369655941662062	Downregulated
PITX1	701	216	-1.6937759878600813	Downregulated	1055	752	-0.48788806468652535	Downregulated
C5orf66	6	25	1.893084796083488	Upregulated	10	9	-0.13750352374993496	Downregulated
LOC105379188	0	2	1.584962500721156	Upregulated	0	1	1	Upregulated
H2AFY	3189	2787	-0.19432586278380856	Downregulated	4428	2951	-0.5852882758249202	Downregulated
CXCL14	1	2	0.5849625007211562	Upregulated	0	0	0	Neutral
SLC25A48	15	36	1.2094533656289497	Upregulated	20	15	-0.39231742277876036	Downregulated
LOC107986453	1	1	0	Neutral	0	0	0	Neutral
TGFBI	3	1	-1	Downregulated	4	7	0.6780719051126377	Upregulated
SMAD5-AS1	0	1	1	Upregulated	3	8	1.1699250014423124	Upregulated
SMAD5	2108	2344	0.15302882760904757	Upregulated	3226	2192	-0.5572877658133486	Downregulated
NFIA	372	176	-1.0754262701722404	Downregulated	842	552	-0.6082531507073753	Downregulated
LOC389332	1	2	0.5849625007211562	Upregulated	2	0	-1.5849625007211563	Downregulated
SPOCK1	26	9	-1.4329594072761063	Downregulated	8	6	-0.36257007938470825	Downregulated
KLHL3	0	1	1	Upregulated	1	0	-1	Downregulated
HNRNPA0	3559	1064	-1.7410238107405596	Downregulated	3071	2075	-0.5653717723632754	Downregulated
NPY6R	0	2	1.584962500721156	Upregulated	2	1	-0.5849625007211563	Downregulated
LOC107986368	1	2	0.5849625007211562	Upregulated	0	0	0	Neutral
MYOT	0	0	0	Neutral	1	0	-1	Downregulated
PKD2L2	0	3	2	Upregulated	3	0	-2	Downregulated
FAM13B	250	330	0.39914385285644566	Upregulated	345	295	-0.2251748620077748	Downregulated
LOC105378766	3	2	-0.4150374992788438	Downregulated	0	0	0	Neutral
LOC100130172	1	5	1.584962500721156	Upregulated	4	1	-1.3219280948873622	Downregulated
WNT8A	0	1	1	Upregulated	0	0	0	Neutral
NME5	24	46	0.9107326619029126	Upregulated	67	62	-0.11018291775042288	Downregulated
BRD8	564	605	0.10106692617040096	Upregulated	951	682	-0.47907599501785303	Downregulated
KIF20A	487	468	-0.05729322504750967	Downregulated	751	537	-0.48312648912101314	Downregulated
CDC23	720	645	-0.1584650945468975	Downregulated	1695	1103	-0.6193959977850302	Downregulated
GFRA3	1	1	0	Neutral	0	0	0	Neutral
RPS27AP18	0	1	1	Upregulated	0	0	0	Neutral
LOC107984964	0	0	0	Neutral	1	0	-1	Downregulated
CDC25C	218	241	0.14407617767342115	Upregulated	195	158	-0.30182688883085296	Downregulated
LOC100128966	1	1	0	Neutral	0	0	0	Neutral
FAM53C	1004	472	-1.0872834127268958	Downregulated	1322	999	-0.40381306161658964	Downregulated
KDM3B	2286	671	-1.7669232276329123	Downregulated	2661	1824	-0.5446141072571499	Downregulated
REEP2	109	68	-0.6728352567464905	Downregulated	49	29	-0.7369655941662062	Downregulated
EGR1	6294	3659	-0.782362729434974	Downregulated	5459	3919	-0.47804729680464425	Downregulated
RPL7P19	6	14	1.0995356735509143	Upregulated	22	18	-0.27563444261342734	Downregulated
ETF1	5284	4115	-0.36066048937607686	Downregulated	9391	6547	-0.5203780866358988	Downregulated
HSPA9	14341	7564	-0.9228342351523773	Downregulated	14634	8276	-0.8222428832216838	Downregulated
MGC34796	1	4	1.3219280948873624	Upregulated	1	0	-1	Downregulated
LOC105379194	4	3	-0.3219280948873623	Downregulated	3	1	-1	Downregulated
CTNNA1	10671	3537	-1.5928246184941268	Downregulated	8947	5837	-0.6160910455568511	Downregulated
LRRTM2	8	80	3.169925001442312	Upregulated	11	4	-1.2630344058337937	Downregulated
SIL1	610	368	-0.7275515637583334	Downregulated	797	460	-0.7916219957930076	Downregulated
LOC105379195	2	15	2.415037499278844	Upregulated	8	0	-3.1699250014423126	Downregulated
RPL12P21	0	4	2.321928094887362	Upregulated	2	0	-1.5849625007211563	Downregulated
TM2D1	246	394	0.6773416114797877	Upregulated	334	272	-0.29526014442528237	Downregulated
MATR3	7531	9170	0.28404605299389807	Upregulated	10478	7924	-0.40301820820188883	Downregulated
SNHG4	99	280	1.4905701304462013	Upregulated	158	105	-0.5849625007211563	Downregulated
SNORA74A	2	2	0	Neutral	1	0	-1	Downregulated
RNA5SP195	0	1	1	Upregulated	0	0	0	Neutral
PAIP2	2360	3085	0.38634002034209236	Upregulated	2801	1927	-0.5393519042008564	Downregulated
SLC23A1	0	9	3.321928094887362	Upregulated	1	1	0	Neutral
MZB1	0	0	0	Neutral	1	0	-1	Downregulated
PROB1	19	48	1.292781749227846	Upregulated	40	32	-0.3131578852596302	Downregulated
SPATA24	32	43	0.41503749927884376	Upregulated	42	45	0.0972972013549148	Upregulated
PATJ	1699	1471	-0.2077570749680513	Downregulated	1490	891	-0.7411646423631377	Downregulated
DNAJC18	102	125	0.29077939631669797	Upregulated	95	47	-1	Downregulated
ECSCR	1	0	-1	Downregulated	0	0	0	Neutral
TMEM173	297	129	-1.196800707433707	Downregulated	217	120	-0.8493210875023318	Downregulated
NCOA4P4	0	3	2	Upregulated	0	0	0	Neutral
UBE2D2	1838	1047	-0.8112827628744874	Downregulated	2684	1900	-0.498163556224223	Downregulated
CXXC5	849	337	-1.3304395947428798	Downregulated	939	687	-0.4502521918629019	Downregulated
PSD2	44	37	-0.24392558288608923	Downregulated	28	4	-2.5360529002402097	Downregulated
NRG2	29	27	-0.0995356735509144	Downregulated	50	54	0.10893437155316393	Upregulated
LINC01024	12	20	0.6918777046376682	Upregulated	31	18	-0.7520724865564145	Downregulated
PURA	395	412	0.0606413513398359	Upregulated	566	393	-0.5251531054858527	Downregulated
IGIP	79	158	0.9909548603969931	Upregulated	88	64	-0.4533656179379432	Downregulated
CYSTM1	1221	772	-0.6607039658938821	Downregulated	1530	1070	-0.5155158027495319	Downregulated
PFDN1	907	722	-0.3286966503397971	Downregulated	2562	1672	-0.6153960332532248	Downregulated
HBEGF	453	86	-2.3836049914421866	Downregulated	314	187	-0.7446191667096415	Downregulated
SLC4A9	3	10	1.4594316186372973	Upregulated	4	6	0.48542682717024166	Upregulated
ANKHD1-EIF4EBP3	1176	530	-1.1483305542342908	Downregulated	1703	1243	-0.4539388500952357	Downregulated
ANKHD1	1303	1063	-0.29344571872988806	Downregulated	1761	1174	-0.5845531674680516	Downregulated
EIF4EBP3	8	8	0	Neutral	7	2	-1.415037499278844	Downregulated
SRA1	924	391	-1.2385997112884664	Downregulated	2243	1656	-0.437499073387341	Downregulated
APBB3	61	112	0.8659826520283125	Upregulated	78	73	-0.09432738254815315	Downregulated
SLC35A4	654	173	-1.9124076005760844	Downregulated	1013	691	-0.5512137093666157	Downregulated
LOC100505798	0	3	2	Upregulated	0	0	0	Neutral
HAUS1P1	0	1	1	Upregulated	0	0	0	Neutral
LOC107984965	0	15	4	Upregulated	2	0	-1.5849625007211563	Downregulated
TMCO6	165	155	-0.08963721248467638	Downregulated	225	139	-0.6908959454702214	Downregulated
CD14	1	6	1.8073549220576042	Upregulated	1	5	1.584962500721156	Upregulated
NDUFA2	522	970	0.8926603491722508	Upregulated	1198	1012	-0.2431974846130854	Downregulated
IK	2547	1896	-0.42564559884482467	Downregulated	3958	2761	-0.5194227477720459	Downregulated
WDR55	760	486	-0.6439746814212033	Downregulated	1072	737	-0.5399573546961258	Downregulated
DND1	76	77	0.018615678167346827	Upregulated	138	112	-0.2987621103083196	Downregulated
HARS	1420	968	-0.5523379838276993	Downregulated	2421	1475	-0.7145061436339326	Downregulated
HARS2	576	847	0.5554929459177167	Upregulated	930	618	-0.5888417583445291	Downregulated
LAMTOR5P1	0	3	2	Upregulated	1	0	-1	Downregulated
ZMAT2	1364	1267	-0.10634620566780749	Downregulated	3015	2274	-0.40676988329524333	Downregulated
VTRNA1-1	0	1	1	Upregulated	0	0	0	Neutral
LOC105378198	1	0	-1	Downregulated	0	0	0	Neutral
PCDHA@	22	50	1.1488633859144828	Upregulated	15	2	-2.415037499278844	Downregulated
PCDHA1	0	1	1	Upregulated	0	3	2	Upregulated
PCDHA3	0	0	0	Neutral	2	0	-1.5849625007211563	Downregulated
RN7SL180P	0	0	0	Neutral	0	1	1	Upregulated
PCDHA5	2	0	-1.5849625007211563	Downregulated	0	0	0	Neutral
PCDHA14	2	0	-1.5849625007211563	Downregulated	0	0	0	Neutral
PCDHA11	1	0	-1	Downregulated	1	1	0	Neutral
PCDHA12	1	0	-1	Downregulated	0	0	0	Neutral
PCDHAC1	33	14	-1.1805722456418208	Downregulated	5	12	1.1154772174199359	Upregulated
PCDHAC2	77	49	-0.6415460290875236	Downregulated	51	28	-0.84245872301352	Downregulated
PCDHACT	2	126	5.403722186051009	Upregulated	19	5	-1.7369655941662063	Downregulated
LOC101926905	0	0	0	Neutral	1	0	-1	Downregulated
PCDHB@	3	21	2.4594316186372973	Upregulated	2	1	-0.5849625007211563	Downregulated
PCDHB3	0	0	0	Neutral	2	0	-1.5849625007211563	Downregulated
PCDHB9	5	6	0.22239242133644802	Upregulated	8	3	-1.1699250014423124	Downregulated
PCDHB10	0	0	0	Neutral	4	0	-2.321928094887362	Downregulated
PCDHB11	1	2	0.5849625007211562	Upregulated	0	0	0	Neutral
PCDHB12	0	3	2	Upregulated	0	0	0	Neutral
PCDHB13	1	5	1.584962500721156	Upregulated	1	0	-1	Downregulated
PCDHB14	10	14	0.44745897697122117	Upregulated	7	2	-1.415037499278844	Downregulated
PCDHB18P	0	0	0	Neutral	2	0	-1.5849625007211563	Downregulated
PCDHB19P	0	1	1	Upregulated	2	0	-1.5849625007211563	Downregulated
PCDHB15	0	3	2	Upregulated	3	0	-2	Downregulated
LOC105378199	1	0	-1	Downregulated	0	0	0	Neutral
SLC25A2	0	4	2.321928094887362	Upregulated	0	0	0	Neutral
TAF7	1679	1296	-0.37328275341442313	Downregulated	2925	1771	-0.7235511655834687	Downregulated
PCDHG@	40	149	1.8712666858777973	Upregulated	66	47	-0.4811266897366163	Downregulated
PCDHGB2	11	1	-2.584962500721156	Downregulated	8	1	-2.1699250014423126	Downregulated
PCDHGA5	0	0	0	Neutral	0	1	1	Upregulated
PCDHGB3	0	1	1	Upregulated	0	0	0	Neutral
PCDHGA6	2	0	-1.5849625007211563	Downregulated	0	0	0	Neutral
L1TD1	5	10	0.874469117916141	Upregulated	5	7	0.41503749927884376	Upregulated
PCDHGB6	0	0	0	Neutral	2	0	-1.5849625007211563	Downregulated
PCDHGA10	71	17	-2	Downregulated	102	87	-0.2270689085459212	Downregulated
PCDHGB7	18	2	-2.6629650127224296	Downregulated	8	4	-0.84799690655495	Downregulated
PCDHGA11	3	2	-0.4150374992788438	Downregulated	1	10	2.4594316186372973	Upregulated
PCDHGA12	0	3	2	Upregulated	3	1	-1	Downregulated
KANK4	0	0	0	Neutral	1	0	-1	Downregulated
PCDHGB9P	0	4	2.321928094887362	Upregulated	0	0	0	Neutral
PCDHGC3	8	29	1.7369655941662063	Upregulated	0	18	4.247927513443585	Upregulated
PCDHGC4	0	6	2.807354922057604	Upregulated	0	0	0	Neutral
PCDHGC5	1	7	2	Upregulated	0	0	0	Neutral
DIAPH1	4040	1319	-1.6141744219376435	Downregulated	6410	4719	-0.4417625491317636	Downregulated
LOC100505658	4	33	2.765534746362977	Upregulated	1	6	1.8073549220576042	Upregulated
LOC102723915	1	6	1.8073549220576042	Upregulated	0	1	1	Upregulated
HDAC3	1283	934	-0.4576069323473041	Downregulated	1730	1219	-0.50472457691639006	Downregulated
RELL2	83	73	-0.18286405714981055	Downregulated	93	72	-0.36476429279762024	Downregulated
FCHSD1	292	464	0.666330051573146	Upregulated	400	304	-0.3947929940046716	Downregulated
ARAP3	464	259	-0.8387190929669394	Downregulated	384	274	-0.4854268271702417	Downregulated
LOC107986454	16	192	3.504994196017741	Upregulated	8	7	-0.16992500144231246	Downregulated
PCDH1	1325	393	-1.7508132406562116	Downregulated	671	592	-0.18042912823275667	Downregulated
LOC729080	0	1	1	Upregulated	0	0	0	Neutral
KIAA0141	530	422	-0.3280541976842039	Downregulated	551	417	-0.4011653246972862	Downregulated
PCDH12	21	94	2.1104239896936505	Upregulated	19	17	-0.15200309344504995	Downregulated
RNF14	794	724	-0.13297386526942087	Downregulated	1693	1036	-0.7080179805189729	Downregulated
GNPDA1	1235	787	-0.6494112084479984	Downregulated	1282	926	-0.4688799264641518	Downregulated
MRPL11P2	0	3	2	Upregulated	1	1	0	Neutral
LOC105378204	4	2	-0.7369655941662062	Downregulated	0	1	1	Upregulated
NDFIP1	2340	1011	-1.2099156444177026	Downregulated	2256	1415	-0.6725851531088387	Downregulated
LOC107986455	4	13	1.4854268271702418	Upregulated	4	1	-1.3219280948873622	Downregulated
SPRY4	1791	1816	0.0199877821765116	Upregulated	905	597	-0.5993655658481299	Downregulated
SPRY4-IT1	0	65	6.044394119358453	Upregulated	9	0	-3.321928094887362	Downregulated
LOC101926941	21	34	0.6698513983076692	Upregulated	13	6	-1	Downregulated
LOC107986456	9	79	3	Upregulated	5	6	0.22239242133644802	Upregulated
RPS12P10	0	8	3.169925001442312	Upregulated	1	0	-1	Downregulated
FGF1	2	39	3.736965594166206	Upregulated	9	3	-1.3219280948873622	Downregulated
USP1	1123	1031	-0.12319906479767191	Downregulated	2347	2001	-0.22999043427405857	Downregulated
LINC01844	49	111	1.1634987322828796	Upregulated	7	7	0	Neutral
ARHGAP26	1410	538	-1.3883608098447586	Downregulated	1569	953	-0.7187033877734779	Downregulated
LOC107986457	5	51	3.1154772174199357	Upregulated	14	4	-1.5849625007211563	Downregulated
ARHGAP26-IT1	0	0	0	Neutral	1	0	-1	Downregulated
NR3C1	215	161	-0.4150374992788438	Downregulated	410	256	-0.6773700344878048	Downregulated
RPL7P21	3	9	1.3219280948873624	Upregulated	0	0	0	Neutral
DOCK7	1213	791	-0.6161960861760726	Downregulated	2273	1357	-0.7437487746475161	Downregulated
YIPF5	705	837	0.24728206042817127	Upregulated	789	611	-0.3683210003718135	Downregulated
KCTD16	24	41	0.7484612330040356	Upregulated	16	27	0.7198920808072646	Upregulated
ANGPTL3	1	7	2	Upregulated	1	0	-1	Downregulated
NAMPTP2	0	1	1	Upregulated	0	0	0	Neutral
ASS1P10	0	2	1.584962500721156	Upregulated	1	2	0.5849625007211562	Upregulated
LOC105378211	0	3	2	Upregulated	1	0	-1	Downregulated
PRELID2	210	381	0.8563296393285635	Upregulated	319	171	-0.8956633401852645	Downregulated
GRXCR2	0	0	0	Neutral	0	1	1	Upregulated
LOC107986458	8	8	0	Neutral	20	11	-0.8073549220576042	Downregulated
SH3RF2	470	145	-1.689758690732766	Downregulated	693	535	-0.37270266212048847	Downregulated
LOC100431175	0	1	1	Upregulated	2	0	-1.5849625007211563	Downregulated
RPL13AP9	0	4	2.321928094887362	Upregulated	2	0	-1.5849625007211563	Downregulated
PLAC8L1	13	52	1.920565532505595	Upregulated	22	8	-1.3536369546147005	Downregulated
LARS	4652	3519	-0.4025857582325874	Downregulated	6997	4570	-0.6144328456358147	Downregulated
RBM27	1148	744	-0.6250664672965894	Downregulated	1720	1144	-0.5878994990558973	Downregulated
POU4F3	1	1	0	Neutral	2	5	1	Upregulated
TCERG1	1570	1335	-0.2337631728201441	Downregulated	4431	2962	-0.5808992550879061	Downregulated
ATG4C	329	407	0.30610312772567977	Upregulated	446	294	-0.5995598769341142	Downregulated
CTB-99A3.1	0	0	0	Neutral	0	1	1	Upregulated
LOC107986460	1	0	-1	Downregulated	0	0	0	Neutral
LOC105378214	1	2	0.5849625007211562	Upregulated	0	0	0	Neutral
LOC107984008	0	1	1	Upregulated	4	2	-0.7369655941662062	Downregulated
LOC105378217	1	0	-1	Downregulated	0	0	0	Neutral
STK32A	51	39	-0.3785116232537297	Downregulated	33	27	-0.28010791919273537	Downregulated
DPYSL3	1001	234	-2.0921498466302086	Downregulated	1431	917	-0.6414654338504484	Downregulated
