Gene Symbol	OVCAR3_MOCK
LOC100996634	0
LOC105377933	0
LPAR3	375
PTCHD3P3	0
CCDC162P	0
RNY3P11	0
RPL7P28	0
LOC101927538	1
CD164	3313
PPIL6	99
SMPD2	172
MICAL1	478
ZBTB24	384
MCOLN2	205
LOC105377935	1
AK9	61
FIG4	646
LOC107986630	2
GPR6	0
LOC107986631	0
WASF1	465
CDC40	973
LOC105377937	0
METTL24	0
MCOLN3	145
LOC102724586	0
DDO	2
LOC105377936	0
SLC22A16	0
RN7SL617P	0
LOC105377938	0
LOC105377940	0
LOC105377939	3
RPS19P5	0
LOC105377941	0
WDR63	44
LOC100420531	0
CDK19	611
LOC100129155	0
RPS20P18	0
RNU6-957P	0
AMD1	3740
RNU6-1115P	0
CNN2P9	3
LOC442244	0
GTF3C6	144
C1orf174	456
LOC107985052	0
RPF2	1533
RNU6-906P	0
GSTM2P1	0
SLC16A10	87
RNU6-960P	0
LOC107986521	2
MFSD4B	115
REV3L	539
FCF1P5	0
BRD7P4	0
TRAF3IP2-AS1	30
LOC107986520	1
LOC107986522	0
TRAF3IP2	396
LOC105377944	0
FYN	522
LOC105377945	11
LOC102724646	0
LOC105377946	0
LOC105377947	1
SYDE2	202
WISP3	0
TUBE1	713
FAM229B	145
LAMA4	52
LOC107986633	0
RNU6-1226P	0
LOC101927640	0
LOC107986632	5
RFPL4B	0
LOC100128588	0
LOC105378821	0
RPSAP45	1
KRT18P65	0
FEM1AP3	0
LOC101927664	0
PA2G4P5	0
LOC105377949	0
LOC107986634	0
LOC105377950	0
LOC107986635	0
RNU6-1163P	0
C1orf52	431
LOC105377951	0
FCF1P10	0
LOC107986636	0
LOC105377952	0
LOC105377956	0
LOC105377953	0
LOC105377955	0
SOCS5P5	0
LOC107986637	0
LOC105377957	0
BCL10	575
RPS27AP11	1
LOC101927686	0
RPL30P8	0
MARCKS	373
LINC01268	0
LOC105377958	0
FLJ34503	0
HDAC2	2573
LOC101927768	5
NUDT19P3	0
LOC646626	25
HS3ST5	2
RPSAP43	0
RNA5SP213	0
DNAJA1P4	0
LOC107986638	0
LOC105377959	0
RNU6-475P	0
LOC107986639	0
LOC105377960	0
LOC105377961	0
DDAH1	581
LOC105377962	0
FRK	175
TPI1P3	1
NT5DC1	799
COL10A1	5
NIP7P3	0
TSPYL4	114
DSE	699
LOC100287430	5
LOC107985054	0
TSPYL1	2039
LOC100287467	15
CBX3P9	0
KRT18P22	0
FAM26F	5
TRAPPC3L	0
FAM26E	10
FAM26D	1
RWDD1	679
RSPH4A	7
CYR61	412
ZUFSP	374
KPNA5	275
FAM162B	0
LOC105377963	0
GPRC6A	1
RFX6	0
RPS29P13	0
RNA5SP214	0
LOC105377964	0
VGLL2	0
LINC01134	2
LOC107985057	6
ROS1	0
RN7SKP18	0
RN7SKP51	0
LOC100132917	0
RNU6-253P	0
DCBLD1	467
GOPC	1035
NEPNP	1
LOC101927919	4
NUS1	1105
ZNHIT6	890
SLC35F1	0
RPL29P4	92
LOC105377967	0
LOC107986523	0
LOC644303	0
CEP85L	199
LOC105377971	0
BRD7P3	0
PLN	0
LOC107986524	0
LOC105378823	0
SSXP10	0
LOC100287632	0
MCM9	190
ASF1A	590
FAM184A	9
MAN1A1	3407
RPL13AP15	14
LOC107986526	0
RNU6-194P	0
COL24A1	1
LOC285762	0
LOC105377973	0
LOC107986525	0
LOC105377975	4
LOC105377972	0
RNU6-214P	0
RNA5SP215	0
COX6A1P3	0
LOC105377977	0
RNA5SP51	0
TBC1D32	150
RNU6-1286P	0
RPS15AP21	0
HMGN2P29	0
GJA1	5
RNU4-35P	0
LOC260339	0
RNU4-76P	0
RNU2-8P	0
SLC25A5P7	0
LOC107985061	0
RPL23AP48	0
LOC100129422	0
LOC105377979	0
HMGB3P18	0
LOC105377978	0
RNU1-18P	0
HSF2	519
SERINC1	1350
PKIB	639
RN7SL564P	0
LOC105378824	0
FABP7	0
SMPDL3A	44
ATP5LP2	0
CLVS2	0
TRDN	0
LOC105377984	0
HRAT13	0
LOC105377982	0
LOC105377981	0
NKAIN2	0
LOC105378825	1
RNF217-AS1	1
RNF217	407
TPD52L1	913
LOC100126584	2
HDDC2	895
LOC107986640	0
LOC102723341	0
LOC105377986	0
LOC643623	0
HEY2	15
ODF2L	286
TRE-CTC1-7	0
NCOA7	384
NCOA7-AS1	0
RN7SKP56	0
HINT3	506
RNA5SP216	0
TRMT11	355
LOC101928096	26
PPP1R14BP5	0
CENPW	186
RNU6-200P	0
VIM2P	0
YAP1P3	0
PRELID1P1	0
LOC105377992	1
RPS4XP9	0
LOC105377993	0
LOC105377989	2
LOC105377991	0
LINC01346	0
LOC100420166	0
RSPO3	0
RNF146	666
ECHDC1	565
RNA5SP217	0
LOC105377994	1
LOC107986641	0
YWHAZP4	0
RPL5P18	0
LOC100287856	0
RPL17P23	0
CLCA2	0
SOGA3	46
KIAA0408	0
LOC107986642	1
C6orf58	4
LOC105377995	0
LOC105377996	0
LOC100420743	0
LOC100421513	0
LOC105377997	0
THEMIS	0
CLCA1	0
MRPS17P5	0
PTPRK	1
LOC101928140	0
LOC107986527	0
EEF1DP5	0
RPL21P64	0
LOC105377998	0
LAMA2	157
MESTP1	0
BMPR1APS1	0
LOC105378827	0
RNU6-861P	0
LOC102723409	19
ARHGAP18	3802
RPL5P21	0
B3GALNT2P1	0
TMEM244	0
LOC105377999	0
L3MBTL3	434
LOC105378000	0
SAMD3	5
LOC105378826	0
LOC105378159	5
TMEM200A	50
LOC105378002	0
LOC105378003	0
SMLR1	0
EPB41L2	1713
LOC105378004	0
LOC102723445	0
AKAP7	46
LOC100421246	0
CLCA4	0
LOC107986643	0
LOC105378005	0
RPL21P67	0
ARG1	0
MED23	442
ENPP3	4
RNU4-18P	0
OR2A4	30
CTAGE9	0
RPL15P9	0
LOC100129348	0
ENPP1	252
LOC100127908	0
RN7SKP245	0
LOC100421775	0
CTGF	68
LINC01013	0
EEF1A1P36	0
MOXD1	19
LOC105378828	1
STX7	1115
RPL21P66	0
TAAR9	0
TAAR8	0
TAAR7P	0
TAAR6	0
TAAR5	0
TAAR4P	0
TAAR3	0
TAAR2	0
CLCA3P	6
TAAR1	0
HLFP1	0
VNN1	0
CCNG1P1	0
VNN3	0
VNN2	0
RBM11P1	0
SLC18B1	262
LOC107986644	2
RPS12	17639
SH3GLB1	1427
SNORD101	0
SNORD100	0
SNORA33	0
HMGB1P13	0
LOC105378008	1
RPL23AP46	0
LINC00326	148
MTCYBP4	0
EYA4	0
LOC107984121	3
LOC105376672	0
RPL17P5	0
TARID	1
HSPE1P21	0
FTH1P26	0
LINC01312	0
TCF21	8
TBPL1	511
SLC2A12	155
LOC100421250	0
LOC107986645	0
HMGA1P7	1
LOC105378831	0
RN7SL408P	0
SGK1	36
LOC107986646	0
RNA5SP218	0
KRT8P42	0
LOC105378009	0
CHCHD2P4	0
LOC101928231	0
LINC01010	0
LOC101928249	0
SELENOF	3154
LOC101928304	0
FAM8A6P	0
LOC101928277	0
MEMO1P2	0
ALDH8A1	27
HBS1L	2392
LOC107986647	0
LOC105378010	0
MYB	33
HS2ST1	1188
LOC105378011	0
AHI1	573
BTRCP1	1
LINC00271	0
GAPDHP73	0
LOC105378013	0
HMGB1P17	0
LOC105378012	0
LOC101928326	0
LOC100421465	0
PDE7B	33
LOC101928373	0
LOC644135	0
COX5BP2	0
MTFR2	171
BCLAF1	3040
MAP7	1210
RPLP1P8	0
LOC107986648	0
NDUFS5P1	0
LOC100421468	0
RN7SKP299	0
MAP3K5	307
LOC101928461	1
RNA5SP219	0
LOC101928429	0
PEX7	181
RPL7AP37	0
SLC35D3	2
RPL35AP3	0
NHEG1	0
LINC01140	2
IL20RA	37
IL22RA2	0
IFNGR1	760
LOC105378017	0
LOC107986544	0
LOC102723633	0
OLIG3	0
BTF3L4P3	0
LOC102723649	0
LOC105378018	0
LOC101927844	0
LOC442263	0
LOC100507406	0
LOC100130476	1
LOC107986649	9
TNFAIP3	308
LOC105378020	0
LOC107986545	0
RPSAP42	0
LOC105378021	0
PERP	4666
LMO4	747
ARFGEF3	590
PBOV1	0
MARCKSL1P2	0
HEBP2	631
NHSL1	266
LOC100129577	0
FLJ46906	23
GVQW2	14
CCDC28A	204
LINC01364	0
ECT2L	1
CCRL1P1	1
RNU6-427P	0
LOC107986650	0
REPS1	1183
ABRACL	510
HECA	531
TXLNB	0
LOC102723690	0
LOC100129844	0
LOC105376673	0
LOC105378833	1
CITED2	820
LOC107986651	0
LINC01625	0
LOC105378023	0
LOC105378024	2
ATP5F1P6	0
LOC100129554	0
LOC100132735	0
LOC100507477	0
LOC103352541	0
LOC105378834	0
LOC107986652	0
LOC105378025	0
RNA5SP220	0
LOC105378027	0
LOC105378026	0
RPS3AP24	0
LOC107986653	0
LOC102723724	188
RNA5SP52	0
RPS18P10	0
LOC105378029	0
RN7SKP106	0
RPS3AP23	0
LOC105378030	0
LOC105378031	0
LOC107986654	0
NMBR	2
GJE1	0
VTA1	1591
LOC107985408	0
LOC105378032	0
ADGRG6	2644
LOC153910	4
HIVEP2	654
LOC105369170	3
LOC107986655	2
LINC01277	3
AIG1	1015
RPL31P27	0
LOC100131471	0
LOC105378835	0
LOC107986656	4
LOC100288558	2
ADAT2	362
TUBB8P2	0
RNA5SP221	0
PEX3	225
VDAC1P8	0
FUCA2	1059
LOC105378035	8
PHACTR2-AS1	0
LOC107985518	1
PHACTR2	644
LTV1	1087
ZC2HC1B	1
PLAGL1	297
LOC107986657	0
HYMAI	1
LOC100131041	0
SF3B5	1251
LOC105378036	0
MRPL42P3	0
LOC107985519	0
STX11	45
TPT1P4	0
TRL-TAA1-1	0
UTRN	763
LOC100420214	0
SNORA98	0
TRQ-TTG4-1	0
RNU1-33P	0
LOC645749	1
EPM2A	72
LOC101927871	0
LOC100507557	13
LOC105378039	1
FBXO30	619
SHPRH	425
GRM1	3
FUNDC2P3	0
RNA5SP222	0
RAB32	0
LOC101928661	0
ADGB	0
LOC105378836	0
LOC105378041	0
LOC105378040	0
KATNBL1P6	0
STXBP5-AS1	0
LOC105378042	0
LUADT1	1
STXBP5	354
YAP1P1	0
LOC105378043	0
SAMD5	288
LOC107985520	0
LOC105378044	0
SASH1	388
RNU6-1222P	0
CYP51A1P3	0
SNRPEP6	0
RPSAP40	0
UST	330
LOC107986659	0
UST-AS1	0
LOC105378047	1
EEF1DP6	0
LOC105378839	0
LOC105378046	2
LOC729200	0
TAB2	1911
LOC105378049	0
RN7SL234P	0
FABP12P1	0
SUMO4	0
ZC3H12D	5
LOC729496	0
PPIL4	1042
RN7SL583P	0
RNU7-3P	0
GINM1	302
RPS18P9	13
KATNA1	619
LATS1	554
LOC105378050	0
LOC645967	7
NUP43	1117
PCMT1	1569
BTBD10P2	1
PKN2-AS1	2
LOC107986660	1
LRP11	763
RAET1E-AS1	77
RAET1E	76
CCT7P1	2
LOC105378051	2
LOC100240714	4
RAET1F	0
RAET1G	11
LOC105378052	0
RPL36AP10	0
ULBP2	175
ULBP1	253
BTF3P10	0
RAET1K	28
RAET1L	76
RAET1M	0
PHBP1	0
ULBP3	431
PPP1R14C	341
LOC105378054	0
LOC105378838	0
RNU4-7P	0
IYD	1
SSR1P1	0
LOC100420304	0
PLEKHG1	305
PDCL3P5	2
MTHFD1L	2477
LOC101928788	3
RNU6-302P	0
RPL32P16	2
PKN2	1676
LOC102723831	0
RNU6-300P	0
RPS12P11	0
AKAP12	43167
RNU6-1247P	0
RNY4P20	0
RN7SKP268	1
ZBTB2	156
RMND1	524
HSPA8P15	3
RNU6-125P	0
ARMT1	623
CCDC170	2
LOC107986528	0
RNU6-813P	0
ESR1	1
LOC107986529	0
SYNE1	160
SYNE1-AS1	0
RNA5SP223	0
NANOGP11	0
ELOCP19	1
LOC105378061	0
MYCT1	0
HSPD1P16	0
VIP	0
LOC105378065	0
LOC105378062	0
TUBB4BP7	0
LOC107986535	0
FBXO5	559
MTRF1L	644
GTF2B	545
RGS17	64
RNA5SP224	0
RPL27AP6	0
LOC105378066	0
LOC107986661	1
RNA5SP225	0
MTCO2P31	0
MTND3P20	0
MTND4LP20	0
MTND4P13	0
LOC100130455	0
RNU6-896P	0
HMGB3P19	0
OPRM1	0
IPCEF1	1
RPL17P24	0
LOC105378067	0
CNKSR3	447
LOC101928868	37
LOC100129996	0
RPS4XP8	1
LINC01777	0
KYAT3	605
RPL31P29	0
LOC646274	0
SCAF8	1060
RNU6-824P	0
LOC100421330	0
TIAM2	105
TFB1M	531
CLDN20	2
NOX3	0
RBMXL1	247
LOC105378068	0
RNU7-152P	0
LOC105378069	0
LOC105378072	0
LOC101928923	0
LOC105378071	0
LOC107986662	0
LOC105378073	0
NMTRV-TAC1-1	0
GBP3	12
ARID1B	615
LOC105378075	0
TMEM242	385
LDHAL6FP	0
LOC105378076	0
LOC641708	0
LOC100420839	0
ZDHHC14	50
LOC105378841	4
LOC105378077	1
LOC107986663	0
SNX9	1536
LOC105378078	0
HSPE1P26	0
RNU6-786P	0
SYNJ2	562
SYNJ2-IT1	0
SERAC1	252
GTF2H5	336
GBP1	0
TULP4	934
SRP72P2	3
RN7SL173P	0
CACYBPP3	0
TMEM181	1142
TATDN2P2	19
DYNLT1	2218
SYTL3	2709
AMZ2P2	5
PTGES3P1	0
EZR	93349
EZR-AS1	0
OSTCP1	13
C6orf99	87
LOC442272	0
RNU6-293P	0
RSPH3	871
LOC105378083	15
TAGAP	1
GBP2	13
LOC107986664	1
LOC101929122	0
FNDC1	4
LOC105378084	0
LOC102724053	0
LOC101929142	0
RPL21P69	0
LOC105378085	2
SOD2	1204
HNRNPH1P1	0
LOC105378842	0
RNU4ATAC18P	0
WTAP	1140
LOC100129518	0
ACAT2	123
TCP1	7406
SNORA20	0
SNORA29	0
MRPL18	1032
PNLDC1	5
MAS1	0
GBP7	0
LOC105378087	0
IGF2R	1593
AIRN	0
LOC729603	6
SLC22A1	1
SLC22A2	0
LOC105378088	0
SLC22A3	0
LPAL2	3
LPA	0
GBP4	1
PLG	0
LOC107986665	0
LOC105378091	0
LOC105378093	0
LOC102724087	0
MAP3K4	546
AGPAT4	344
AGPAT4-IT1	10
LOC105378094	2
PARK2	22
LOC105376674	0
LOC107985076	2
LOC105378098	0
LOC105378097	0
LOC105369171	0
KRT8P44	0
PACRG	2
TRE-TTC15-1	0
RPL34P15	0
PACRG-AS2	0
PACRG-AS3	0
LOC105378095	0
LOC105378843	0
PACRG-AS1	0
DKFZp451B082	0
RPL37AP4	0
LOC105378099	0
LOC105378100	0
CAHM	1
QKI	729
LOC102724152	0
LOC107986666	0
LOC105378105	0
LOC100421401	0
LOC105378104	0
RN7SL366P	0
LOC105378102	0
LOC105378106	0
LOC105378110	2
LOC105378109	0
LOC105379712	0
LOC107986667	0
MEAT6	1
C6orf118	0
GBP5	1
LOC105378113	0
PDE10A	17
LOC105378116	0
RNA5SP226	0
LOC105378115	0
RNU6-730P	0
LOC105378114	1
LINC00473	0
LINC00602	0
LOC105378117	0
LOC729930	0
GAPDHP72	0
T	0
RNU6-153P	0
LOC101929297	0
GNG5P1	0
LOC107986668	0
LOC105378118	0
PRR18	1
LOC107986669	0
SFT2D1	725
GBP6	0
HNRNPA1P49	0
LOC100289495	22
MPC1	258
LOC107986670	6
RPS6KA2	226
RPS6KA2-IT1	0
FAM103A2P	3
LOC107986671	1
LOC645468	0
CAPNS1P1	0
RPS6KA2-AS1	0
RNASET2	451
LOC105378119	1
LOC105378120	9
FGFR1OP	230
CCR6	4
LOC105378122	0
LOC107986672	0
GPR31	0
GBP1P1	0
LOC105378123	0
TCP10L2	0
LOC100420305	0
LOC102724220	0
LOC102725048	0
UNC93A	0
TTLL2	1
LOC100421518	0
TCP10	0
LOC105378126	0
LOC105378844	0
LOC105378127	0
LOC105378128	0
LOC107986546	0
LOC105378129	0
LOC105378130	0
LOC105378131	0
LOC401286	0
LOC441178	0
LOC105378132	0
LOC107986547	0
LRRC8B	656
LOC100422263	0
LINC01558	2
LOC441179	0
AFDN-AS1	10
AFDN	1289
LOC107986673	8
HGC6.3	0
KIF25-AS1	0
KIF25	0
LOC105378135	0
LOC105376679	0
LOC105378845	0
FRMD1	1
LOC107986548	0
LOC105378137	0
LOC101929420	0
CTAGE13P	0
DACT2	0
LOC105378138	0
LOC105378139	0
LOC107986549	0
LOC105378140	0
LRRC8C	306
LOC105378141	0
SMOC2	0
LOC105378142	0
LOC105378143	0
LOC107986550	0
LOC105378144	0
LOC107986551	0
LOC105378146	0
LOC105378145	0
LOC101929460	0
FLJ27354	1
LOC102724357	0
LINC01615	10
LOC101929504	0
LOC101929523	0
THBS2	3
VTA1P1	0
LOC105378148	3
LOC105378147	0
WDR27	166
C6orf120	487
LOC100505788	0
PHF10	333
TCTE3	3
ERMARD	17
LINC00242	0
LINC00574	0
LOC105378149	0
LOC107986674	0
LOC107986675	0
LOC100131532	0
LOC102724475	0
LOC107985743	0
LOC105378150	0
LOC101929614	65
LOC105378153	111
LOC102724511	0
RPL12P23	0
LOC154449	0
LOC285804	0
LINC01624	0
DLL1	3
FAM120B	12
LOC101927952	3
LOC105378155	0
LOC101929670	0
LOC107986676	0
LOC105378161	0
LOC105378157	0
PSMB1	3565
TBP	327
PDCD2	1908
LOC107986677	1
LOC107985744	0
LOC107986678	0
OR4F7P	0
WBP1LP8	0
LOC101929692	0
RPL23AP47	0
LOC102723872	0
LOC105375112	0
LOC107986751	0
LOC105375113	0
LOC101929756	0
LOC101927975	0
LOC105375114	0
LOC102723672	0
LOC100507642	0
LOC105375115	0
LOC105375116	0
FAM20C	178
LOC107986752	1
WI2-2373I1.2	0
LOC105375118	0
LOC107986753	0
LRRC8D	518
LOC442497	0
LOC100131372	0
PDGFA	753
HRAT92	6
PRKAR1B	191
LOC101927000	0
LOC101926963	2
LOC105375119	2
DNAAF5	1471
SUN1	2085
LOC105378847	0
LOC107986754	0
GET4	923
ADAP1	853
COX19	401
C7orf50	1131
CYP2W1	1
GPR146	20
LOC107986755	1
LOC105375120	4
RPL23AP21	0
LOC107985376	0
RN7SKP272	0
GPER1	11
LOC102723758	1
ZFAND2A	268
LOC101927021	110
UNCX	0
MICALL2	307
LOC107986756	1
INTS1	4077
MAFK	888
LOC100128653	6
GEMIN8P4	29
TMEM184A	530
PSMG3	643
PSMG3-AS1	51
LOC105375122	0
LOC105375123	0
TFAMP1	0
LOC105375303	0
LOC107986757	0
ELFN1	152
LOC401296	0
ZNF326	646
LOC105375124	2
ELFN1-AS1	167
MAD1L1	1091
LOC105375128	0
LOC100127955	1
LOC105375127	2
LOC105375126	1
MRM2	494
NUDT1	192
LOC105378848	0
SNX8	601
IMMP1LP3	0
EIF3B	7547
LOC645357	10
LOC402634	0
CHST12	145
LOC101927181	14
GRIFIN	0
LOC107986758	0
LOC105378849	0
LOC107986759	0
LFNG	108
BRAT1	611
IQCE	594
LOC107986760	0
TTYH3	1113
AMZ1	7
GNA12	706
LOC100131264	0
RNU6-695P	0
CARD11	1
LOC101927256	0
LOC107986761	0
RN7SKP130	0
LOC105375130	0
LOC100129603	0
LOC105375132	0
SDK1	0
RPL21P72	0
LOC100421742	0
LOC107985088	0
LOC105375131	0
CYP3A54P	0
LOC105375133	0
LOC107986724	1
FOXK1	3098
SNORD13P2	0
AP5Z1	190
RADIL	23
PAPOLB	1
LOC105378850	0
RPL22P16	0
MMD2	0
RNF216P1	270
LOC105375134	1
SPDYE19P	0
RBAK-RBAKDN	9
RBAK	849
RBAKDN	6
OR10AH1P	0
ZNF890P	1
LOC105378851	0
RNU6-215P	0
WIPI2	1344
SLC29A4	334
TNRC18	2089
LOC100129484	10
FBXL18	701
LOC221946	3
ACTB	41899
LOC100288712	0
LOC105378852	0
FSCN1	4922
LOC107986762	413
RNF216	1501
RNF216-IT1	0
ZNF815P	36
OCM	0
RN7SL556P	0
CCZ1	236
LOC107986694	0
AJAP1	0
BARHL2	0
RSPH10B	0
PMS2	804
AIMP2	581
EIF2AK1	3133
ANKRD61	12
RN7SL851P	0
RNU6-218P	0
USP42	445
CYTH3	540
FAM220A	530
LOC105378853	14
RPSAP73	0
RAC1	6414
DAGLB	701
KDELR2	2451
RPL31P34	1
GRID2IP	91
LOC101927325	1
ZDHHC4	793
C7orf26	320
ZNF853	1
LOC105378855	2
ZNF316	554
LOC100419773	18
ZNF12	320
LOC107986695	1
PMS2CL	84
RSPH10B2	0
CCZ1B	127
LOC107986696	0
OR7E39P	0
UNC93B2	0
LOC105378854	5
OR7E136P	0
OR7E59P	0
LOC100420863	0
ALG1L5P	0
FAM86LP	0
LOC107986763	0
LOC105375138	0
LOC100131257	4
C1GALT1	590
PHKA1P1	2
LOC101927354	0
LOC107986764	2
COL28A1	0
LOC101927391	4
MIOS	396
RPA3	441
UMAD1	273
LOC100533631	0
RPL23AP51	0
LOC105379719	0
ZNF644	994
LOC107986765	0
RNU6-534P	0
CCNB2P1	0
LOC100505921	0
GLCCI1	66
LOC100421597	0
LOC105375142	0
ICA1	359
LOC100505938	27
NXPH1	2
RPL5P6	1
LOC105375144	1
RPL9P19	0
GAPDHP68	0
PER4	0
LOC105375145	0
LOC340268	0
LOC105375148	0
LOC105375147	0
LOC105375146	0
LOC105375149	0
HFM1	6
LOC105375150	0
HSPA8P8	2
LOC101154643	0
LOC107986766	0
LOC100131472	0
NDUFA4	1893
LOC107986767	0
PHF14	228
RPL23AP52	0
LOC107986697	0
FEN1P1	0
LOC105375153	1
NPM1P11	0
THSD7A	3
LOC105375151	0
LOC100421595	0
TMEM106B	1540
VWDE	177
LOC105375154	13
LOC105375155	0
LOC100419641	0
LOC107985412	0
LOC389465	0
LOC105375156	0
TAS2R2P	0
LOC102725191	0
LOC107986769	0
SCIN	0
LOC107986768	0
LOC105375157	0
LOC100505995	0
ARL4A	487
LOC105376680	0
LOC107985417	0
RN7SKP228	0
RBMX2P4	0
LOC105375158	0
LOC107986770	0
LOC105375161	0
RPL26P21	0
ETV1	36
LOC105375162	0
LOC100423044	0
RPL6P21	0
LOC105378856	1
DGKB	7
EEF1A1P26	0
LOC105375164	0
LOC105375163	0
GTF3AP5	0
AGMO	0
MEOX2	1
LOC105375166	0
MEOX2-AS1	0
RPL36AP26	0
CDC7	465
LOC101927558	0
LOC105375167	0
ISPD	187
RPL36AP29	0
ISPD-AS1	1
SOSTDC1	3
LOC105375168	2
LRRC72	0
LOC317727	0
ANKMY2	491
LOC102723436	2
LOC105375169	0
BZW2	2546
TSPAN13	777
AGR2	0
LOC100287613	0
AGR3	0
RAD17P1	0
LOC100131425	0
LOC105375170	1
LOC107986771	0
WDR82P2	0
BRWD1P3	0
LOC107986772	0
LOC101927609	3
AHR	984
LOC105375171	0
KCCAT333	1
LOC105375172	1
LOC101927630	0
SNX13	614
RNMTL1P2	0
RPL39P13	0
PRPS1L1	0
HDAC9	139
LOC107986698	0
LOC100419901	1
RN7SKP266	0
LOC105375176	0
NPM1P13	0
LOC105375174	0
TWIST1	0
HSP90B3P	0
FERD3L	0
LOC107986773	0
LOC105375179	0
LOC105375180	0
TWISTNB	1260
TMEM196	0
LOC107986774	0
LOC105379720	1
LOC101927668	2
TGFBR3	266
RPL21P75	13
LOC105375181	0
MACC1	322
MACC1-AS1	0
LOC100506098	21
LOC101927769	0
LOC101927811	3
ITGB8	49
EEF1A1P27	0
LOC402641	0
RN7SL653P	0
ABCB5	0
SP8	9
RPL23P8	1
LINC01162	0
RPS26P30	0
RN7SL542P	0
ASS1P11	0
RNU1-15P	0
SP4	327
BRDT	3
DNAH11	1
LOC105375183	0
LOC107986775	0
CDCA7L	1961
LOC102724143	0
RAPGEF5	330
LOC105375184	2
RNA5SP227	0
STEAP1B	8
EEF1A1P6	0
LOC102724429	0
EPHX4	35
LOC100506178	0
LOC401312	0
LOC541472	0
IL6	0
RPS26P32	0
TOMM7	1480
SNORD93	0
LOC107986776	0
RPL12P10	0
FAM126A	714
LPCAT2BP	0
LOC105375185	0
LOC105375186	1
KLHL7-AS1	7
KLHL7	629
AK3P3	2
NUPL2	360
LOC101927890	1
GPNMB	22
MALSU1	625
IGF2BP3	3542
SETSIP	2
RNU7-143P	0
LOC389473	0
RPS2P32	0
TRA2A	1540
LOC442517	0
CLK2P1	1
LOC105375187	0
CCDC126	207
FCF1P1	0
FAM221A	2
BTBD8	20
STK31	0
PCMTD1P3	0
TPT1P7	0
LOC105375188	0
RNA5SP228	0
LOC107986777	0
NPY	1
LOC107986778	0
RNU6-1103P	0
MPP6	316
GAPDHP46	0
SUMO2P14	0
DFNA5	143
LOC107986779	0
OSBPL3	1552
SNRPCP19	0
CYCS	5998
C7orf31	23
LOC105375191	0
RPL7AP41	0
NPVF	0
PRKAR1AP1	0
TSEN15P3	0
LOC105375193	0
LOC105375195	0
LOC105375194	0
LOC105375196	0
LOC646588	2
UBA52P1	0
LOC100506236	0
LOC105375199	0
LOC105375200	1
KIAA1107	91
LOC105375198	0
NFE2L3	801
HNRNPA2B1	15628
CBX3	3769
RPL23P7	0
SNX10	784
LOC105375304	1
LOC107983953	9
LOC105375202	0
LOC100419803	0
LOC441204	6
KIAA0087	0
LOC100506289	0
LOC101928077	0
C7orf71	0
SKAP2	918
RPL7AP38	0
HMGB3P20	0
TPM3P4	1
NHP2P2	0
C1orf146	0
HOXA1	31
HOTAIRM1	36
HOXA2	1
HOXA3	46
HOXA-AS2	0
HOXA4	17
HOXA-AS3	1
HOXA5	46
HOXA6	5
HOXA7	196
ACTBP12	0
HOXA10-HOXA9	6
HOXA9	624
HOXA10-AS	51
HOXA10	343
HOXA11	124
HOXA11-AS	9
HOXA13	33
HOTTIP	2
EVX1-AS	0
LOC105376681	0
GLMN	178
EVX1	5
RPL35P4	0
LOC107986733	0
LOC105375206	0
LOC105375207	0
EIF4HP1	18
PSMC1P2	1
LOC442292	0
HIBADH	752
LOC107986699	5
RPAP2	401
TSL	2
LOC105375211	0
LOC105375210	2
TAX1BP1	3023
JAZF1	111
LOC105375208	0
RNU6-979P	0
JAZF1-AS1	0
LOC402644	0
CREB5	343
RN7SL824P	0
RPS2P30	0
TRIL	0
LOC100506497	0
CPVL	146
LOC107986703	0
LOC101928168	0
CHN2	63
LOC107986701	1
LOC102724484	0
NANOGP4	0
GFI1	117
LOC107986700	14
LOC646745	1
PRR15	65
TMSB4XP3	0
LOC105375213	1
LOC646762	222
ZNRF2P2	6
DPY19L2P3	4
LOC107986702	2
EVI5	737
LOC107986726	0
LOC101928208	0
WIPF3	501
SCRN1	2139
LOC105375215	4
FKBP14	444
PLEKHA8	450
LOC105375216	6
MTURN	242
RPS27P16	0
LOC107985727	0
LOC105375217	0
LOC105375218	0
ZNRF2	165
DKFZP586I1420	22
LINC01176	3
NOD1	91
LOC101928268	0
GGCT	617
HMGB3P9	0
LOC100287825	11
LOC401320	12
GARS	8634
CRHR2	12
LOC105375220	0
LOC105375219	0
INMT-FAM188B	0
INMT	4
FAM188B	98
OSBPL9P6	1
RNU4-59P	0
AQP1	28
GHRHR	0
LOC105375222	6
LOC105375221	4
ADCYAP1R1	15
LOC107986780	0
LOC107986781	0
LOC107986782	0
NEUROD6	0
LOC105375224	0
LOC100289500	1
CCDC129	0
PDE1C	3
PPP1R17	0
SNX2P2	0
LOC100130673	2
SLC25A5P5	1
LSM5	712
AVL9	2135
DPY19L1P1	24
ZNRF2P1	24
CCNJP2	1
LINC00997	63
DPY19L1P2	1
KBTBD2	592
RP9P	104
FKBP9	979
RNU6-388P	0
NT5C3A	577
RPS29P14	0
LOC105376682	0
RPL5	22379
RN7SL505P	0
RP9	282
BBS9	163
RNA5SP229	0
LOC100421336	1
LOC105375227	0
FLJ20712	0
BMPER	0
RNU6-438P	0
NPSR1-AS1	0
FAM69A	163
NPSR1	0
RPL7P31	0
