Gene Symbol	SKOV_MOCK
LOC105377842	1
LOC100420211	0
RNA5SP208	0
RNU6-280P	0
LOC105377845	0
LOC107986610	0
LOC100128293	0
LOC105377844	0
HNRNPA1P64	0
LOC102723883	0
LOC105377846	0
LOC101928280	0
LOC101928307	0
ADGRB3	0
LMBRD1	380
NPM1P37	2
GAPDHP42	4
COL19A1	0
RPL37P15	0
COX6A1P1	0
COL9A1	0
LOC105377848	0
LOC105377847	0
EVADR	0
LOC105377849	0
FAM135A	768
SDHAF4	114
LOC642590	1
SLC25A6P6	0
SMAP1	233
LINC01781	0
LOC100419975	3
B3GAT2	7
LOC105377850	0
BECN1P2	0
LYPLA1P3	2
RNU6-411P	0
LOC100132834	0
OGFRL1	1152
MTND2P30	0
LINC00472	0
LINC01626	0
LOC105377853	0
LOC100131890	0
KRT19P1	4
RNU4-66P	0
RIMS1	1
LOC100418957	0
LOC107986611	0
LOC100422453	0
RPL7P10	0
LOC643067	0
KCNQ5	1
KCNQ5-IT1	0
LOC107984120	0
LOC105377855	0
KNOP1P4	0
PGAM1P10	0
KCNQ5-AS1	0
RBPMS2P1	0
LOC105378813	0
KHDC1P1	3
KHDC1L	89
KHDC1	164
RPSAP41	3
EIF3EP1	5
SDCBP2P1	0
PAICSP3	3
DPPA5	0
KHDC3L	0
OOEP	0
RPL10AP4	0
OOEP-AS1	11
RPL39P3	532
RPS6P8	0
DDX43	0
MB21D1	0
MTO1	1116
RNU6-975P	0
RN7SL827P	0
EEF1A1	213586
LOC105377857	6
RN7SKP247	0
SLC17A5	535
RPS27P15	0
CD109	1815
LOC101928489	12
TXNP7	0
LOC101928516	0
LOC100128592	0
LOC105377858	0
LOC100127900	0
COL12A1	1601
LOC107985018	0
COX7A2	4234
LOC107986612	11
TMEM30A	2365
LOC100506804	14
FILIP1	6
HMGB1P39	0
LOC101928540	0
UBE2V1P15	0
RNU1-34P	0
RN7SL574P	0
ADGRL2	1
RPL26P20	0
RNU6-1338P	0
SENP6	2154
LOC100421091	0
RNU6-1016P	0
RN7SKP163	0
MYO6	3613
RNU6-155P	0
RNA5SP209	0
IMPG1	3
HNRNPA3P14	0
RNU6-248P	0
RNU6-261P	0
LOC105377860	0
RNU6-84P	0
LOC100131680	1
LOC105377861	0
LOC105377862	4
LOC101928570	12
LOC105377864	0
HTR1B	7
LOC646555	0
RPS6P7	0
MEI4	0
LOC105377865	0
LOC107986613	6
IRAK1BP1	192
PHIP	2601
TRF-GAA8-1	0
LOC100419073	0
HMGN3	782
HMGN3-AS1	22
LOC101927434	0
LCAL1	0
LOC100506851	0
LOC100418713	0
DBIP1	0
LOC105377867	0
LCA5	154
SH3BGRL2	396
LINC01621	0
LOC100422671	0
LOC107986614	0
RPS20P7	0
ELOVL4	0
LOC107986615	0
LOC107986616	0
GAPDHP63	0
RPL35AP18	0
TTK	1591
LOC643562	0
AK4P5	0
BCKDHB	143
RPL17P25	1
ST13P20	0
RPSAP72	0
LOC105377869	0
LOC648934	0
LOC105377871	0
RNA5SP210	0
LOC105377872	2
FAM46A	705
LOC105377873	1
LINC01526	0
LOC102724168	9
LOC105378814	0
LOC107986617	0
IBTK	9
RNU6-130P	0
LOC100132659	0
LOC105377874	0
LOC105377875	0
TPBG	23
LOC105377876	0
LOC105377877	0
UBE3D	233
LOC107985396	0
LAP3P1	0
DOPEY1	554
PGM3	1388
RWDD2A	120
ME1	1787
PRSS35	10
SNAP91	0
LOC105377879	0
RIPPLY2	0
CYB5R4	803
LINC01362	0
LOC107986618	1
MRAP2	64
CEP162	136
LOC107986621	0
LOC107986620	2
LOC107986619	0
LINC01611	0
SMARCE1P2	0
TBX18	292
TBX18-AS1	0
LINC01361	0
LOC105377881	0
LOC100421583	0
RPL31P32	0
KRT18P30	0
LOC100421093	0
KRT18P64	0
LOC101928820	115
DUTP5	0
TPT1P6	0
NT5E	7184
CEP104	1046
LOC107985037	0
SNX14	2314
SYNCRIP	12449
PKMP3	5
SNHG5	4204
SNORD50A	0
SNORD50B	0
LOC107986622	0
LOC100127917	3
SMIM11P1	0
RNU4-72P	0
LOC105378816	0
LOC101928842	5
LOC100133102	0
RNU4-12P	0
RPL7P27	0
LOC643916	0
NDUFA5P9	0
LOC100652960	0
RN7SL643P	0
LOC107986532	0
HTR1E	0
LOC101927542	0
RPL7P29	0
MTHFD2P2	0
RN7SKP209	0
CGA	0
RCN1P1	0
ZNF292	1529
LOC100418923	0
GJB7	0
HSPD1P10	1
SMIM8	198
LOC107985043	0
LOC100421022	3
C6orf163	44
LINC01590	2
CFAP206	16
TAF13P1	0
LOC100420741	1
ST13P16	0
SLC35A1	1520
RNU6-444P	0
RARS2	1108
ARF4P5	0
ORC3	1106
AKIRIN2	2316
LOC101928911	0
RN7SL183P	0
LOC105377882	0
LOC107986541	0
SPACA1	0
CNR1	0
RPS14P9	0
ACTBP8	0
LINC01725	0
LOC105377884	0
LOC105377885	0
LOC101928936	18
RNGTT	1848
CYCSP16	0
LOC100131124	0
RNU2-61P	0
PNRC1	533
RN7SL336P	0
SRSF12	0
LOC101927560	0
PM20D2	2173
LOC101929004	10
GABRR1	0
GABRR2	22
TUBB3P1	0
UBE2J1	1240
RRAGD	667
NACAP7	0
ANKRD6	234
RN7SL11P	0
LOC107985041	19
LOC105377889	0
LOC105377887	5
LYRM2	998
LOC101929057	2
MDN1	4122
DNAJC19P6	0
LOC100132736	0
CASP8AP2	0
RPL22P14	0
LOC644269	0
TTLL7	411
GJA10	0
BACH2	36
RN7SKP110	0
LOC105377890	0
LOC105377891	0
MAP3K7	1399
LOC107986623	0
LOC105377893	0
LOC107986624	0
PRKACB	6681
CASC6	0
LOC105377894	0
MTATP6P25	0
MTND4LP19	0
MTCO1P56	0
RN7SL415P	0
LOC100129847	0
RPL5P19	0
LOC107986625	0
DFFB	334
LOC100505690	3
LOC105377896	0
LOC102724665	0
LOC107986533	0
ATF1P1	0
LOC105377897	0
COPS5P1	0
EPHA7	0
LOC105377899	0
TSG1	0
LOC100132830	0
LOC107985046	11
LOC105377901	0
LOC107986542	0
CYCSP17	0
MANEA-AS1	4
MANEA	343
LOC107986543	0
LOC107986626	0
KRT18P50	0
FUT9	0
LOC105377905	4
LOC100128775	1
RN7SL797P	0
LOC105377904	8
LOC105377907	32
UFL1	1300
FHL5	0
RPS7P8	0
RNU4-70P	0
TYMSP1	0
LOC100286973	0
LOC105377908	0
SAMD13	276
EEF1GP6	0
GPR63	328
NDUFAF4	1689
KLHL32	56
RN7SL509P	0
MMS22L	1195
LOC101927314	0
LOC105377909	0
LOC107986627	0
UOX	9
EIF4EBP2P3	0
LOC105377910	0
POU3F2	0
FBXL4	567
BDH2P1	0
FAXC	81
COQ3	623
PNISR	3114
LOC101927365	9
DNASE2B	5
USP45	630
TSTD3	31
CCNC	2227
RPS3P5	10
PRDM13	0
MCHR2	4
MCHR2-AS1	0
NPM1P38	2
LOC100420742	0
PRDX2P4	1
RPF1	6465
LOC105377911	23
LOC100129854	0
SIM1	0
LOC102724406	0
ASCC3	5156
LOC153893	1
LOC102724422	5
LOC728098	0
LOC107984041	0
GRIK2	9
GNG5	2841
ACTG1P18	0
LOC101927388	0
LOC105377913	0
LOC100996860	0
LOC105377916	0
R3HDM2P2	0
NPM1P10	0
LOC105377917	0
LOC102724443	0
LOC105377918	1
SPATA1	3
HACE1	396
RNU6-897P	0
LOC100422315	0
LIN28B-AS1	0
LIN28B	5
RNU6-1106P	0
BVES	76
BVES-AS1	1
POPDC3	235
LOC105377920	15
CTBS	388
PREP	1400
RPL7AP35	2
RPL35P3	0
LOC105377921	0
LOC105377922	0
LOC100130683	0
LOC105377923	0
RN7SKP211	0
PRDM1	133
ATG5	1559
LOC107985721	0
LOC107984910	4
LOC105378819	0
RN7SL47P	0
RNU6-344P	0
AIM1	835
RNA5SP211	0
LOC105377924	5
LOC101927405	1
RTN4IP1	260
RNU6-527P	0
QRSL1	1746
RPL21P65	0
LINC01461	3
LOC105377926	0
LOC105377927	0
LOC100422737	0
RNU6-117P	0
LOC107986628	0
LOC105377928	0
HMGN2P12	0
LOC107986534	0
CD24	172
LINC01555	0
C6orf203	195
BEND3	181
RNU6-1299P	0
PDSS2	803
RPS24P12	0
SOBP	138
SCML4	2
SEC63	1505
RNU6-437P	0
RPL23AP50	0
LOC107985104	0
MTHFD2P3	0
RPL3P7	0
LOC105377929	1
OSTM1	385
OSTM1-AS1	0
NR2E1	0
SNX3	2909
RNA5SP212	0
RNU6-1144P	0
LACE1	95
SSX2IP	2145
RPL36AP24	1
LOC105377932	0
LOC100506224	0
RNU6-770P	0
FOXO3	1530
SUMO2P8	6
LOC107986629	2
LINC00222	0
ZNF259P1	0
RPL37AP3	0
LOC102724892	1
ARMC2	23
RPS12P13	0
ATP5J2P2	0
ARMC2-AS1	0
SESN1	325
RNU6-653P	0
CEP57L1	774
LOC105377934	0
LOC100996634	1
LOC105377933	0
LPAR3	479
PTCHD3P3	0
CCDC162P	1
RNY3P11	0
RPL7P28	0
LOC101927538	2
CD164	3349
PPIL6	96
SMPD2	168
MICAL1	426
ZBTB24	681
MCOLN2	298
LOC105377935	2
AK9	84
FIG4	566
LOC107986630	4
GPR6	0
LOC107986631	0
WASF1	557
CDC40	1391
LOC105377937	1
METTL24	0
MCOLN3	188
LOC102724586	0
DDO	0
LOC105377936	0
SLC22A16	1
RN7SL617P	0
LOC105377938	0
LOC105377940	0
LOC105377939	4
RPS19P5	0
LOC105377941	0
WDR63	80
LOC100420531	0
CDK19	425
LOC100129155	0
RPS20P18	0
RNU6-957P	0
AMD1	3117
RNU6-1115P	0
CNN2P9	0
LOC442244	0
GTF3C6	402
C1orf174	583
LOC107985052	0
RPF2	3976
RNU6-906P	0
GSTM2P1	0
SLC16A10	90
RNU6-960P	0
LOC107986521	1
MFSD4B	175
REV3L	1545
FCF1P5	0
BRD7P4	0
TRAF3IP2-AS1	53
LOC107986520	0
LOC107986522	0
TRAF3IP2	370
LOC105377944	0
FYN	384
LOC105377945	14
LOC102724646	0
LOC105377946	0
LOC105377947	0
SYDE2	336
WISP3	2
TUBE1	878
FAM229B	162
LAMA4	20
LOC107986633	0
RNU6-1226P	0
LOC101927640	0
LOC107986632	1
RFPL4B	1
LOC100128588	0
LOC105378821	0
RPSAP45	3
KRT18P65	0
FEM1AP3	0
LOC101927664	0
PA2G4P5	1
LOC105377949	0
LOC107986634	0
LOC105377950	0
LOC107986635	0
RNU6-1163P	0
C1orf52	900
LOC105377951	1
FCF1P10	0
LOC107986636	0
LOC105377952	0
LOC105377956	0
LOC105377953	0
LOC105377955	0
SOCS5P5	0
LOC107986637	0
LOC105377957	0
BCL10	918
RPS27AP11	0
LOC101927686	1
RPL30P8	0
MARCKS	862
LINC01268	0
LOC105377958	0
FLJ34503	0
HDAC2	5302
LOC101927768	8
NUDT19P3	0
LOC646626	41
HS3ST5	1
RPSAP43	0
RNA5SP213	0
DNAJA1P4	0
LOC107986638	0
LOC105377959	0
RNU6-475P	0
LOC107986639	1
LOC105377960	0
LOC105377961	0
DDAH1	1082
LOC105377962	0
FRK	203
TPI1P3	0
NT5DC1	751
COL10A1	7
NIP7P3	0
TSPYL4	199
DSE	1142
LOC100287430	8
LOC107985054	0
TSPYL1	1937
LOC100287467	27
CBX3P9	0
KRT18P22	0
FAM26F	1
TRAPPC3L	0
FAM26E	3
FAM26D	0
RWDD1	1019
RSPH4A	18
CYR61	1176
ZUFSP	621
KPNA5	445
FAM162B	0
LOC105377963	0
GPRC6A	0
RFX6	0
RPS29P13	0
RNA5SP214	0
LOC105377964	0
VGLL2	0
LINC01134	0
LOC107985057	0
ROS1	1
RN7SKP18	0
RN7SKP51	0
LOC100132917	0
RNU6-253P	0
DCBLD1	675
GOPC	1406
NEPNP	11
LOC101927919	6
NUS1	2008
ZNHIT6	1591
SLC35F1	0
RPL29P4	133
LOC105377967	0
LOC107986523	0
LOC644303	1
CEP85L	336
LOC105377971	2
BRD7P3	11
PLN	0
LOC107986524	2
LOC105378823	0
SSXP10	3
LOC100287632	0
MCM9	230
ASF1A	991
FAM184A	22
MAN1A1	1385
RPL13AP15	2
LOC107986526	0
RNU6-194P	0
COL24A1	2
LOC285762	0
LOC105377973	0
LOC107986525	0
LOC105377975	0
LOC105377972	0
RNU6-214P	0
RNA5SP215	0
COX6A1P3	0
LOC105377977	3
RNA5SP51	0
TBC1D32	223
RNU6-1286P	0
RPS15AP21	0
HMGN2P29	0
GJA1	1
RNU4-35P	0
LOC260339	0
RNU4-76P	0
RNU2-8P	0
SLC25A5P7	0
LOC107985061	0
RPL23AP48	0
LOC100129422	0
LOC105377979	0
HMGB3P18	0
LOC105377978	0
RNU1-18P	0
HSF2	882
SERINC1	2035
PKIB	1567
RN7SL564P	0
LOC105378824	5
FABP7	2
SMPDL3A	52
ATP5LP2	0
CLVS2	3
TRDN	1
LOC105377984	0
HRAT13	0
LOC105377982	0
LOC105377981	0
NKAIN2	2
LOC105378825	1
RNF217-AS1	3
RNF217	522
TPD52L1	1120
LOC100126584	1
HDDC2	1312
LOC107986640	0
LOC102723341	0
LOC105377986	0
LOC643623	0
HEY2	16
ODF2L	625
TRE-CTC1-7	0
NCOA7	598
NCOA7-AS1	0
RN7SKP56	0
HINT3	772
RNA5SP216	0
TRMT11	693
LOC101928096	67
PPP1R14BP5	1
CENPW	455
RNU6-200P	0
VIM2P	0
YAP1P3	0
PRELID1P1	2
LOC105377992	8
RPS4XP9	0
LOC105377993	1
LOC105377989	0
LOC105377991	0
LINC01346	0
LOC100420166	0
RSPO3	0
RNF146	1405
ECHDC1	1467
RNA5SP217	0
LOC105377994	0
LOC107986641	0
YWHAZP4	9
RPL5P18	1
LOC100287856	0
RPL17P23	0
CLCA2	0
SOGA3	173
KIAA0408	0
LOC107986642	7
C6orf58	6
LOC105377995	0
LOC105377996	0
LOC100420743	0
LOC100421513	0
LOC105377997	0
THEMIS	0
CLCA1	0
MRPS17P5	0
PTPRK	3
LOC101928140	0
LOC107986527	0
EEF1DP5	0
RPL21P64	0
LOC105377998	0
LAMA2	161
MESTP1	0
BMPR1APS1	4
LOC105378827	0
RNU6-861P	0
LOC102723409	22
ARHGAP18	2263
RPL5P21	0
B3GALNT2P1	0
TMEM244	0
LOC105377999	0
L3MBTL3	753
LOC105378000	0
SAMD3	20
LOC105378826	0
LOC105378159	20
TMEM200A	233
LOC105378002	0
LOC105378003	0
SMLR1	0
EPB41L2	2254
LOC105378004	0
LOC102723445	0
AKAP7	85
LOC100421246	0
CLCA4	0
LOC107986643	1
LOC105378005	0
RPL21P67	0
ARG1	2
MED23	604
ENPP3	2
RNU4-18P	0
OR2A4	24
CTAGE9	0
RPL15P9	0
LOC100129348	0
ENPP1	245
LOC100127908	0
RN7SKP245	0
LOC100421775	4
CTGF	169
LINC01013	0
EEF1A1P36	1
MOXD1	35
LOC105378828	0
STX7	1025
RPL21P66	0
TAAR9	0
TAAR8	0
TAAR7P	0
TAAR6	0
TAAR5	0
TAAR4P	0
TAAR3	0
TAAR2	0
CLCA3P	9
TAAR1	0
HLFP1	0
VNN1	1
CCNG1P1	0
VNN3	0
VNN2	1
RBM11P1	0
SLC18B1	487
LOC107986644	3
RPS12	36177
SH3GLB1	1979
SNORD101	0
SNORD100	0
SNORA33	0
HMGB1P13	0
LOC105378008	0
RPL23AP46	0
LINC00326	29
MTCYBP4	0
EYA4	1
LOC107984121	1
LOC105376672	0
RPL17P5	0
TARID	5
HSPE1P21	0
FTH1P26	0
LINC01312	0
TCF21	0
TBPL1	909
SLC2A12	139
LOC100421250	0
LOC107986645	0
HMGA1P7	0
LOC105378831	0
RN7SL408P	0
SGK1	102
LOC107986646	0
RNA5SP218	0
KRT8P42	0
LOC105378009	0
CHCHD2P4	0
LOC101928231	0
LINC01010	0
LOC101928249	0
SELENOF	7174
LOC101928304	0
FAM8A6P	0
LOC101928277	0
MEMO1P2	0
ALDH8A1	26
HBS1L	5527
LOC107986647	0
LOC105378010	0
MYB	194
HS2ST1	1348
LOC105378011	0
AHI1	1092
BTRCP1	0
LINC00271	0
GAPDHP73	0
LOC105378013	0
HMGB1P17	0
LOC105378012	0
LOC101928326	0
LOC100421465	0
PDE7B	23
LOC101928373	1
LOC644135	1
COX5BP2	0
MTFR2	459
BCLAF1	7036
MAP7	1980
RPLP1P8	0
LOC107986648	3
NDUFS5P1	0
LOC100421468	0
RN7SKP299	0
MAP3K5	354
LOC101928461	0
RNA5SP219	0
LOC101928429	0
PEX7	182
RPL7AP37	0
SLC35D3	1
RPL35AP3	0
NHEG1	0
LINC01140	7
IL20RA	36
IL22RA2	0
IFNGR1	943
LOC105378017	0
LOC107986544	0
LOC102723633	0
OLIG3	0
BTF3L4P3	0
LOC102723649	0
LOC105378018	0
LOC101927844	0
LOC442263	0
LOC100507406	0
LOC100130476	1
LOC107986649	17
TNFAIP3	590
LOC105378020	0
LOC107986545	0
RPSAP42	0
LOC105378021	0
PERP	4712
LMO4	647
ARFGEF3	1077
PBOV1	3
MARCKSL1P2	0
HEBP2	807
NHSL1	241
LOC100129577	3
FLJ46906	12
GVQW2	23
CCDC28A	129
LINC01364	0
ECT2L	10
CCRL1P1	0
RNU6-427P	0
LOC107986650	2
REPS1	1749
ABRACL	702
HECA	453
TXLNB	1
LOC102723690	0
LOC100129844	0
LOC105376673	0
LOC105378833	0
CITED2	974
LOC107986651	0
LINC01625	0
LOC105378023	0
LOC105378024	0
ATP5F1P6	0
LOC100129554	0
LOC100132735	0
LOC100507477	0
LOC103352541	0
LOC105378834	1
LOC107986652	0
LOC105378025	0
RNA5SP220	0
LOC105378027	0
LOC105378026	0
RPS3AP24	0
LOC107986653	1
LOC102723724	447
RNA5SP52	0
RPS18P10	0
LOC105378029	0
RN7SKP106	0
RPS3AP23	0
LOC105378030	0
LOC105378031	0
LOC107986654	0
NMBR	0
GJE1	0
VTA1	3176
LOC107985408	0
LOC105378032	0
ADGRG6	2370
LOC153910	0
HIVEP2	1402
LOC105369170	16
LOC107986655	6
LINC01277	1
AIG1	1048
RPL31P27	0
LOC100131471	2
LOC105378835	0
LOC107986656	9
LOC100288558	0
ADAT2	697
TUBB8P2	0
RNA5SP221	0
PEX3	471
VDAC1P8	0
FUCA2	2262
LOC105378035	10
PHACTR2-AS1	1
LOC107985518	10
PHACTR2	810
LTV1	1680
ZC2HC1B	0
PLAGL1	541
LOC107986657	0
HYMAI	5
LOC100131041	0
SF3B5	2389
LOC105378036	0
MRPL42P3	0
LOC107985519	0
STX11	134
TPT1P4	0
TRL-TAA1-1	0
UTRN	1046
LOC100420214	0
SNORA98	0
TRQ-TTG4-1	0
RNU1-33P	0
LOC645749	0
EPM2A	57
LOC101927871	0
LOC100507557	11
LOC105378039	3
FBXO30	1046
SHPRH	738
GRM1	2
FUNDC2P3	0
RNA5SP222	0
RAB32	0
LOC101928661	0
ADGB	1
LOC105378836	0
LOC105378041	0
LOC105378040	0
KATNBL1P6	0
STXBP5-AS1	1
LOC105378042	0
LUADT1	0
STXBP5	607
YAP1P1	0
LOC105378043	0
SAMD5	367
LOC107985520	0
LOC105378044	0
SASH1	486
RNU6-1222P	0
CYP51A1P3	0
SNRPEP6	0
RPSAP40	0
UST	344
LOC107986659	0
UST-AS1	0
LOC105378047	0
EEF1DP6	0
LOC105378839	0
LOC105378046	5
LOC729200	0
TAB2	2620
LOC105378049	1
RN7SL234P	0
FABP12P1	0
SUMO4	1
ZC3H12D	7
LOC729496	0
PPIL4	1874
RN7SL583P	0
RNU7-3P	0
GINM1	353
RPS18P9	16
KATNA1	642
LATS1	1105
LOC105378050	2
LOC645967	9
NUP43	2014
PCMT1	2453
BTBD10P2	1
PKN2-AS1	0
LOC107986660	4
LRP11	844
RAET1E-AS1	95
RAET1E	339
CCT7P1	9
LOC105378051	1
LOC100240714	0
RAET1F	0
RAET1G	6
LOC105378052	0
RPL36AP10	0
ULBP2	262
ULBP1	143
BTF3P10	0
RAET1K	33
RAET1L	69
RAET1M	0
PHBP1	0
ULBP3	597
PPP1R14C	569
LOC105378054	0
LOC105378838	0
RNU4-7P	0
IYD	0
SSR1P1	0
LOC100420304	0
PLEKHG1	323
PDCL3P5	3
MTHFD1L	3163
LOC101928788	5
RNU6-302P	0
RPL32P16	12
PKN2	2688
LOC102723831	1
RNU6-300P	0
RPS12P11	0
AKAP12	79541
RNU6-1247P	0
RNY4P20	0
RN7SKP268	0
ZBTB2	319
RMND1	727
HSPA8P15	5
RNU6-125P	0
ARMT1	1055
CCDC170	6
LOC107986528	0
RNU6-813P	0
ESR1	1
LOC107986529	0
SYNE1	207
SYNE1-AS1	0
RNA5SP223	0
NANOGP11	0
ELOCP19	8
LOC105378061	0
MYCT1	0
HSPD1P16	0
VIP	0
LOC105378065	0
LOC105378062	0
TUBB4BP7	0
LOC107986535	0
FBXO5	1309
MTRF1L	1691
GTF2B	1061
RGS17	83
RNA5SP224	0
RPL27AP6	1
LOC105378066	0
LOC107986661	0
RNA5SP225	0
MTCO2P31	0
MTND3P20	0
MTND4LP20	0
MTND4P13	0
LOC100130455	0
RNU6-896P	0
HMGB3P19	0
OPRM1	1
IPCEF1	4
RPL17P24	0
LOC105378067	4
CNKSR3	619
LOC101928868	41
LOC100129996	0
RPS4XP8	0
LINC01777	0
KYAT3	869
RPL31P29	0
LOC646274	0
SCAF8	1181
RNU6-824P	0
LOC100421330	0
TIAM2	125
TFB1M	627
CLDN20	15
NOX3	0
RBMXL1	234
LOC105378068	0
RNU7-152P	0
LOC105378069	0
LOC105378072	0
LOC101928923	0
LOC105378071	0
LOC107986662	0
LOC105378073	0
NMTRV-TAC1-1	0
GBP3	38
ARID1B	892
LOC105378075	0
TMEM242	684
LDHAL6FP	2
LOC105378076	0
LOC641708	1
LOC100420839	0
ZDHHC14	101
LOC105378841	1
LOC105378077	1
LOC107986663	0
SNX9	1666
LOC105378078	0
HSPE1P26	0
RNU6-786P	0
SYNJ2	508
SYNJ2-IT1	0
SERAC1	310
GTF2H5	584
GBP1	1
TULP4	1068
SRP72P2	2
RN7SL173P	0
CACYBPP3	0
TMEM181	1184
TATDN2P2	51
DYNLT1	2991
SYTL3	2907
AMZ2P2	5
PTGES3P1	1
EZR	60651
EZR-AS1	2
OSTCP1	21
C6orf99	101
LOC442272	0
RNU6-293P	0
RSPH3	493
LOC105378083	11
TAGAP	2
GBP2	7
LOC107986664	1
LOC101929122	0
FNDC1	5
LOC105378084	0
LOC102724053	0
LOC101929142	0
RPL21P69	1
LOC105378085	5
SOD2	1695
HNRNPH1P1	3
LOC105378842	0
RNU4ATAC18P	0
WTAP	2265
LOC100129518	2
ACAT2	287
TCP1	11237
SNORA20	0
SNORA29	0
MRPL18	2805
PNLDC1	6
MAS1	0
GBP7	1
LOC105378087	0
IGF2R	1300
AIRN	0
LOC729603	11
SLC22A1	6
SLC22A2	0
LOC105378088	0
SLC22A3	0
LPAL2	3
LPA	0
GBP4	5
PLG	0
LOC107986665	0
LOC105378091	0
LOC105378093	0
LOC102724087	0
MAP3K4	896
AGPAT4	298
AGPAT4-IT1	10
LOC105378094	1
PARK2	24
LOC105376674	0
LOC107985076	6
LOC105378098	0
LOC105378097	0
LOC105369171	0
KRT8P44	0
PACRG	1
TRE-TTC15-1	0
RPL34P15	0
PACRG-AS2	0
PACRG-AS3	0
LOC105378095	0
LOC105378843	0
PACRG-AS1	0
DKFZp451B082	0
RPL37AP4	0
LOC105378099	0
LOC105378100	4
CAHM	0
QKI	957
LOC102724152	0
LOC107986666	0
LOC105378105	0
LOC100421401	0
LOC105378104	0
RN7SL366P	0
LOC105378102	0
LOC105378106	0
LOC105378110	0
LOC105378109	0
LOC105379712	0
LOC107986667	0
MEAT6	0
C6orf118	0
GBP5	6
LOC105378113	0
PDE10A	23
LOC105378116	0
RNA5SP226	0
LOC105378115	0
RNU6-730P	0
LOC105378114	0
LINC00473	0
LINC00602	0
LOC105378117	0
LOC729930	0
GAPDHP72	0
T	0
RNU6-153P	0
LOC101929297	0
GNG5P1	0
LOC107986668	0
LOC105378118	0
PRR18	0
LOC107986669	0
SFT2D1	809
GBP6	0
HNRNPA1P49	0
LOC100289495	25
MPC1	405
LOC107986670	2
RPS6KA2	55
RPS6KA2-IT1	0
FAM103A2P	4
LOC107986671	0
LOC645468	0
CAPNS1P1	0
RPS6KA2-AS1	0
RNASET2	324
LOC105378119	10
LOC105378120	13
FGFR1OP	514
CCR6	7
LOC105378122	1
LOC107986672	0
GPR31	0
GBP1P1	0
LOC105378123	0
TCP10L2	0
LOC100420305	0
LOC102724220	0
LOC102725048	0
UNC93A	0
TTLL2	2
LOC100421518	0
TCP10	0
LOC105378126	0
LOC105378844	3
LOC105378127	0
LOC105378128	0
LOC107986546	0
LOC105378129	0
LOC105378130	0
LOC105378131	0
LOC401286	0
LOC441178	0
LOC105378132	0
LOC107986547	0
LRRC8B	1254
LOC100422263	0
LINC01558	0
LOC441179	0
AFDN-AS1	8
AFDN	1616
LOC107986673	25
HGC6.3	0
KIF25-AS1	0
KIF25	0
LOC105378135	0
LOC105376679	0
LOC105378845	0
FRMD1	0
LOC107986548	0
LOC105378137	0
LOC101929420	1
CTAGE13P	0
DACT2	0
LOC105378138	0
LOC105378139	0
LOC107986549	0
LOC105378140	0
LRRC8C	994
LOC105378141	0
SMOC2	1
LOC105378142	0
LOC105378143	0
LOC107986550	0
LOC105378144	0
LOC107986551	0
LOC105378146	0
LOC105378145	0
LOC101929460	0
FLJ27354	4
LOC102724357	0
LINC01615	5
LOC101929504	0
LOC101929523	1
THBS2	4
VTA1P1	0
LOC105378148	0
LOC105378147	0
WDR27	247
C6orf120	610
LOC100505788	3
PHF10	556
TCTE3	0
ERMARD	52
LINC00242	0
LINC00574	0
LOC105378149	0
LOC107986674	0
LOC107986675	0
LOC100131532	0
LOC102724475	0
LOC107985743	1
LOC105378150	0
LOC101929614	73
LOC105378153	119
LOC102724511	3
RPL12P23	0
LOC154449	0
LOC285804	0
LINC01624	0
DLL1	1
FAM120B	10
LOC101927952	4
LOC105378155	0
LOC101929670	1
LOC107986676	0
LOC105378161	0
LOC105378157	0
PSMB1	5385
TBP	599
PDCD2	3463
LOC107986677	0
LOC107985744	0
LOC107986678	0
OR4F7P	0
WBP1LP8	0
LOC101929692	0
RPL23AP47	0
LOC102723872	0
LOC105375112	0
LOC107986751	0
LOC105375113	0
LOC101929756	0
LOC101927975	1
LOC105375114	0
LOC102723672	0
LOC100507642	0
LOC105375115	0
LOC105375116	0
FAM20C	273
LOC107986752	1
WI2-2373I1.2	0
LOC105375118	0
LOC107986753	0
LRRC8D	692
LOC442497	0
LOC100131372	0
PDGFA	482
HRAT92	4
PRKAR1B	377
LOC101927000	0
LOC101926963	0
LOC105375119	6
DNAAF5	2230
SUN1	2153
LOC105378847	0
LOC107986754	12
GET4	1531
ADAP1	854
COX19	645
C7orf50	1893
CYP2W1	0
GPR146	16
LOC107986755	7
LOC105375120	3
RPL23AP21	0
LOC107985376	0
RN7SKP272	0
GPER1	11
LOC102723758	4
ZFAND2A	717
LOC101927021	125
UNCX	0
MICALL2	233
LOC107986756	0
INTS1	3425
MAFK	1353
LOC100128653	16
GEMIN8P4	34
TMEM184A	900
PSMG3	1059
PSMG3-AS1	40
LOC105375122	0
LOC105375123	0
TFAMP1	0
LOC105375303	0
LOC107986757	0
ELFN1	147
LOC401296	0
ZNF326	1201
LOC105375124	3
ELFN1-AS1	329
MAD1L1	1258
LOC105375128	0
LOC100127955	5
LOC105375127	9
LOC105375126	9
MRM2	1153
NUDT1	228
LOC105378848	0
SNX8	950
IMMP1LP3	0
EIF3B	12629
LOC645357	12
LOC402634	0
CHST12	135
LOC101927181	2
GRIFIN	0
LOC107986758	0
LOC105378849	0
LOC107986759	0
LFNG	42
BRAT1	733
