Gene Symbol	SKOV_KO
PRR23D1	0
FAM90A6P	0
FAM90A7P	0
LOC105377800	0
FAM90A21P	0
RN7SL516P	0
FAM90A22P	0
FAM90A23P	0
OR7E157P	0
LOC107986910	3
ADAM9	0
ADAM32	5
RPL3P10	0
LOC100420403	0
ADAM5	0
LOC100130964	0
LOC101929418	1
ADAM18	0
ADAM2	0
LINC01606	0
LOC286177	0
LINC00588	0
RNU6-596P	0
LINC00824	0
LINC01300	0
GPR20	0
LOC101928037	0
YPEL5	346
LOC105375790	0
PTP4A3	0
MROH5	0
FP248	0
HNRNPA1P38	0
MIR1302-7	0
LOC100133669	0
LY6E	0
C8orf31	0
LOC105375795	0
LOC105374414	0
AK3P2	0
RPS26P36	0
LOC107987409	0
LOC107987410	0
LOC105379589	0
LOC102725000	0
LOC107984154	0
LY6L	0
LY6H	0
ZC3H3	0
LBH	2
RN7SKP175	0
LOC105375796	0
GSDMD	0
MROH6	0
NAPRT	0
EEF1D	0
TIGD5	0
PYCRL	0
TSTA3	0
ZNF623	1
LOC102723594	0
LOC105375799	0
ZNF707	0
BREA2	0
CCDC166	0
LOC101928160	0
MAPK15	0
FAM83H	0
MIR4664	0
FAM83H-AS1	0
LOC105375800	0
LOC285043	0
LOC642574	0
SCRIB	0
MIR937	0
PUF60	1
LOC100996662	0
ZNF251	0
LOC107986986	0
LOC107987408	7
RPL4P5	0
LOC101929802	0
LCLAT1	756
APBA1	0
MAMDC2	0
LOC105379611	1
MAMDC2-AS1	0
RNU2-5P	0
LOC389768	0
LOC100129340	0
GAPDHP26	0
PLPPR1	0
LOC100422500	0
CAPN13	5
LOC105376183	0
LOC105376182	0
BAATP1	0
TRMT112P4	0
LOC100421197	0
BAAT	1
FYTTD1P1	0
ARMC4P1	2
LOC102724245	0
RNU6-666P	0
LOC105374435	0
RNU6-452P	0
LOC101929180	0
FAM210CP	0
TRIAP1P1	0
PTCHD3	0
KSR1P1	0
LOC107984164	0
LOC105378267	0
LOC101929373	0
PABPC1P8	0
GALNT14	340
LOC101929816	0
RNU6-1207P	0
LOC105378283	0
CUBNP2	0
OR6D1P	0
OR13A1	0
ALOX5	0
LOC102724323	0
MARCH8	0
RNU6-1266P	0
LOC107985861	0
IMPDH1P5	0
DLG5	0
LOC101929347	0
RN7SL284P	0
DLG5-AS1	0
PTDSS2	0
RNH1	0
LOC105376507	0
LOC101059906	0
HRAS	0
CAPN14	0
LRRC56	3
LMNTD2	2
RASSF7	0
MIR210HG	5
MIR210	0
LOC143666	0
PHRF1	9
IRF7	0
CDHR5	0
SCT	0
RNA5SP90	0
DRD4	0
DEAF1	0
DUSP8	0
KRTAP5-AS1	0
KRTAP5-1	0
KRTAP5-2	0
KRTAP5-3	0
LOC105376668	0
KRTAP5-5	0
FAM99A	0
EHD3	0
FAM99B	0
LOC100505570	0
KCNQ1	0
COX6CP18	0
LOC107987412	0
KCNQ1-AS1	0
KCNQ1DN	0
CDKN1C	0
LOC107987413	1
SLC22A18AS	0
RPL21P70	0
SLC22A18	10
PHLDA2	0
NAP1L4	0
SNORA54	0
CARS	25
RNU1-91P	0
RPL7AP55	0
OR5P2	0
OR5P3	0
OR5E1P	0
XDH	34
LOC283299	0
RNU6-943P	0
LOC107984307	0
OR10A6	0
OR10A3	0
NLRP10	0
LOC642890	0
OR8J2	0
OR5T2	0
OR5T3	0
IFFO2	587
SRD5A2	0
OR5T1	0
OR8H1	0
OR8I1P	0
OR8K3	0
FAM8A2P	0
OR8K2P	0
OR8K1	0
RPL5P29	0
OR8J1	0
OR8U8	0
LOC107985862	0
OR8U9	0
OR8L1P	0
OR9G1	0
OR9G9	0
OR9G3P	0
OR9G4	0
MIR6128	0
OR9G2P	0
OR5G1P	0
OR5G4P	0
LOC107985863	0
OR5G5P	0
OR5G3	0
LOC107987426	0
LOC105369366	0
LOC338694	0
LOC105369586	0
DDX11L8	0
LOC100288778	0
LOC107987170	0
FAM138D	0
LOC105374449	0
IQSEC3	0
LOC105369593	0
LOC574538	0
TAS2R7	0
TAS2R8	0
TAS2R9	0
LOC107984459	0
TAS2R10	0
LOC100420580	0
PRH1-PRR4	0
KRT18P52	0
PRR4	0
PRH1	0
TAS2R12P	0
TAS2R13	0
PRH2	0
PRH1-TAS2R14	0
TAS2R14	0
TAS2R15P	0
TAS2R50	0
TAS2R20	0
AK2P2	0
TAS2R19	0
TAS2R31	0
TAS2R63P	0
TAS2R46	0
TAS2R64P	0
TAS2R43	0
TAS2R68P	0
TAS2R45	0
TAS2R30	0
TAS2R18P	0
MEMO1	470
SMIM10L1	0
PRB1	0
OVOS2	1
LOC101060058	0
LOC107987168	0
MTND6P26	0
MTCYBP26	0
RPL13AP22	0
MREGP1	0
LOC100419525	0
DPY30	786
FAM60A	0
FLJ13224	0
LOC105369784	0
LOC105369785	0
ST13P8	0
RN7SKP65	0
LOC100533641	0
ATP23	0
LOC100506844	0
LOC107987421	0
SPAST	362
RPS6P22	0
METTL15P2	0
RPS6P19	0
SLC5A8	0
RNU6-768P	0
ANO4	0
DNAH10	0
CCDC92	0
LOC105379613	0
LOC101927531	0
SLC30A6	727
LOC107984448	0
LOC101927786	0
PIWIL1	0
BCYRN1P3	0
GXYLT1P1	0
CNN2P12	0
ZNF965P	0
LINC00417	0
CYP4F34P	0
SNX18P26	0
LOC100130417	1
LOC105376815	1
DDX50P1	4
LINC00328-2P	0
ANKRD20A9P	0
RHOT1P3	0
RNU6-55P	0
RNU6-76P	0
ATP8A2	0
LOC105370370	0
LINC01070	0
LOC101928730	0
LOC107984555	0
RNU6-647P	0
LINC01043	0
LINC01044	0
LOC105370373	0
SPACA7	0
LOC105370372	0
TUBGCP3	0
GRK1	0
LOC105377805	0
LINC00552	0
LOC101928957	0
NLRC4	13
CATSPERB	0
POLR3GP1	0
NANOGP7	0
LOC100128939	0
TC2N	0
LOC105370629	0
LOC101929002	0
CHGA	0
ITPK1	0
ITPK1-AS1	0
YIPF4	577
CYB5AP3	0
MOAP1	0
TMEM251	0
GON7	0
UBR7	0
RPL18AP1	0
BTBD7	0
RPL36AP4	0
UNC79	0
COX8C	0
BIRC6	1850
RNU6-1258P	0
PRIMA1	0
LOC105370631	0
FAM181A-AS1	0
FAM181A	0
ASB2	0
MIR4506	0
LOC107984663	0
LINC00521	0
OTUB2	0
DDX24	0
IFI27L1	0
IFI27	0
IFI27L2	0
LOC105370634	0
PPP4R4	0
SERPINA10	0
SERPINA6	0
SERPINA2	0
SERPINA1	0
BIRC6-AS2	0
CEND1P1	0
LOC107984688	0
C14orf180	0
TMEM179	0
LOC105370697	0
ATP5G1P1	0
ELK2BP	0
LOC105370698	0
LOC107987414	0
IGH	1
TTC27	886
IGHA2	0
IGHE	0
MIR8071-1	0
IGHG4	0
MIR8071-2	0
IGHG2	0
LOC105378187	0
IGHGP	0
ELK2AP	0
LOC105378185	0
IGHA1	0
IGHEP1	0
LOC107987211	0
IGHG1	0
LOC105378184	0
IGHG3	0
ATP6V1G1P1	0
IGHD	0
IGHM	0
MIR4539	0
LINC00486	1
MIR4507	0
MIR4538	0
MIR4537	0
IGHJ6	0
IGHJ5	0
IGHJ2P	0
UBR4	5237
LOC105374453	0
IGHD1-26	0
IGHD3-22	0
LOC100271832	0
IGHD5-12	0
IGHD4-11	0
LTBP1	161
IGHD2-2	0
FAM30A	0
IGHD1-1	0
TYW1P1	0
IGHV6-1	0
ADAM6	0
RPS8P1	0
IGHV1-2	0
IGHV1-3	0
LOC107984634	0
IGHV4-4	0
IGHV7-4-1	0
RNA5SP91	0
IGHV2-5	0
IGHVIII-5-1	0
IGHVIII-5-2	0
IGHV3-6	0
IGHV3-7	0
IGHV3-64D	0
IGHV5-10-1	0
IGHV3-11	0
IGHVIII-11-1	0
IGHV1-12	0
RNA5SP92	0
IGHV3-13	0
IGHV1-14	0
IGHV3-15	0
IGHVII-15-1	0
IGHV3-16	0
IGHVIII-16-1	0
IGHV1-17	0
SLC20A1P2	0
IGHV1-18	0
IGHV3-19	0
LOC105370700	0
IGHV3-20	0
IGHVII-20-1	0
IGHV3-21	0
IGHV3-22	0
IGHVII-22-1	0
IGHVIII-22-2	0
IGHV3-23	0
IGHV1-24	0
RASGRP3	37
HOMER2P2	0
LINC00226	0
IGHV3-25	0
IGHVIII-25-1	0
IGHV2-26	0
IGHV7-27	0
IGHV4-28	0
IGHVII-28-1	0
LOC105374454	11
IGHV3-29	0
GOLGA4P2	0
IGHV3-30	0
IGHVII-30-1	0
IGHV3-30-2	0
IGHV4-30-2	0
IGHVII-30-21	0
IGHV3-32	0
GOLGA4P1	0
IGHV3-33	0
FAM98A	1073
IGHVII-33-1	0
IGHV3-33-2	0
IGHV4-34	0
IGHV7-34-1	0
IGHV3-35	0
IGHV3-36	0
IGHV3-37	0
IGHV3-38	0
IGHV4-39	0
LOC101927895	6
LOC105374455	0
IGHVII-40-1	0
IGHV3-41	0
HOMER2P1	0
LOC107984633	0
IGHV3-42	0
IGHV3-43	0
IGHVII-43-1	0
IGHVIII-44	0
LINC00221	0
ATP6V0E1P3	0
IGHVIV-44-1	0
IGHV1-45	0
IGHV1-46	0
IGHVII-46-1	0
IGHV3-47	0
IGHVIII-47-1	0
IGHV3-48	0
IGHV3-49	0
HNRNPA1P61	0
IGHV3-50	0
IGHV5-51	0
IGHVIII-51-1	0
IGHVII-51-2	0
IGHV3-52	0
IGHV3-53	0
IGHVII-53-1	0
IGHV3-54	0
IGHV4-55	0
IGHV7-56	0
LOC107985864	0
IGHV3-57	0
IGHV1-58	0
IGHV4-59	0
IGHV3-60	0
RNA5SP389	0
IGHVII-60-1	0
IGHV4-61	0
IGHV3-62	0
IGHVII-62-1	0
IGHV3-63	0
LINC01317	0
GOLGA4P3	0
IGHV3-64	0
LOC102724977	0
IGHV3-65	0
IGHVII-65-1	0
IGHV3-66	0
IGHV1-67	0
SLC20A1P1	0
MYADML	0
IGHV1-68	0
IGHV1-69	0
IGHV2-70D	0
IGHV3-69-1	0
IGHV1-69-2	0
IGHV1-69D	0
IGHV2-70	0
IGHV3-71	0
SLC25A5P2	0
IGHV3-72	0
IGHV3-73	0
IGHV3-74	0
IGHV3-75	0
IGHV3-76	0
MIR5195	0
IGHV5-78	0
LOC105370714	0
LOC105374456	0
NBEAP4	0
LOC105370715	0
LOC646214	2
LOC105379593	0
RNU6-1235P	0
LOC100421810	0
CXADRP2	0
GRAMD4P6	0
MIR3118-3	0
POTEB3	0
LINC01318	0
LOC107984135	0
LOC105369227	0
NF1P9	0
MIR5701-2	0
OR11J1P	0
LOC727924	0
LOC107987217	0
LOC105370722	0
LOC105369274	0
LOC107987218	0
LOC105374457	0
LOC102724737	0
LOC441711	0
SPATA31E3P	0
GOLGA8EP	0
RN7SL545P	0
LOC100631266	0
GOLGA6L22	0
HERC2P7	1
HERC2P2	8
LOC100419579	0
EMC1	1963
LOC105374459	0
LOC101927846	0
RN7SL495P	0
GOLGA8IP	0
CYFIP1	33
TUBGCP5	12
ELMO2P1	0
LOC101060118	0
GOLGA6L1	0
LOC100631267	0
GOLGA8DP	0
LINC01320	0
RN7SL106P	0
ABCB10P1	0
MIR4509-1	0
LOC100421667	0
LOC107987422	14
RPL41P2	0
HERC2P1	0
LOC101060587	0
LOC645202	0
LOC100533850	0
LOC107985865	0
GOLGA8F	0
RN7SL238P	0
ABCB10P3	0
MIR4509-2	0
LOC101059997	0
MIR4509-3	0
ABCB10P4	0
GOLGA8G	0
LOC100631268	0
LOC100132202	0
LOC105374458	0
LOC107984033	0
LOC105369220	0
HERC2P11	0
LOC102724979	1
B2M	0
LOC100419583	0
TRIM69	0
SORD2P	1
LOC105370798	0
LOC105369152	0
RN7SL602P	0
RNU1-119P	0
MEGF11	0
LOC105370867	0
MIR4311	0
ADAMTS7P1	0
DNM1P43	0
GOLGA6L10	0
LOC727751	4
LOC105379597	0
CSPG4P9	0
LOC105374461	0
UBE2Q2P7	0
DNM1P39	0
GOLGA6L19	0
UBE2Q2P2	0
RPL9P8	0
GOLGA6L9	11
LOC102724034	3
UBE2Q2P6	0
CSPG4P10	0
GOLGA2P10	8
LOC107985808	0
LOC105370926	0
GOLGA6L17P	0
DNM1P38	0
RPS17	0
CPEB1	0
LOC107987415	1
DECR2	0
RAB11FIP3	0
LOC107987417	0
LINC00235	0
LOC100130842	0
LINC00254	0
LOC105371048	0
HS3ST6	0
GLIS2	9
GLIS2-AS1	0
CORO7-PAM16	0
PAM16	0
CORO7	0
VASN	0
DNAJA3	0
NMRAL1	0
HMOX2	0
CDIP1	0
PARN	0
LOC107987416	0
LOC105371094	0
LOC107984865	0
RN7SL274P	0
BFAR	0
RNU7-125P	0
RNU6-1117P	0
PLA2G10	0
LOC105371095	0
LOC100652777	0
NPIPA3	0
LOC107984870	0
LOC105371097	0
LOC105371096	0
MIR3180-4	0
LOC102724985	58
PKD1P6-NPIPP1	27
MRTO4	3724
LOC107985866	0
MIR6511B2	0
NPIPP1	24
LOC100505915	0
RRN3	13
NTAN1	2
LOC102724984	1
LOC102724993	23
PKD1P3	15
MIR6770-1	0
LOC100288162	0
MRPL50P1	0
MIR6511A1	0
LOC102724992	0
NPIPA1	0
PDXDC1	0
LOC728138	0
MIR1972-1	0
MIR3180-1	0
MIR3670-1	0
MIR3179-1	0
NOMO1	35
RPL21P36	0
ABCC6P2	0
LOC105371103	0
NPIPA5	0
MPV17L	0
C16orf45	0
LOC105371102	0
KIAA0430	0
MIR6506	0
NDE1	0
MIR484	0
LOC100288911	0
MYH11	0
FOPNL	37
RNU6-213P	0
LOC107984869	0
RPL15P20	0
ABCC1	88
RPL17P40	0
ABCC6	0
LOC105371100	0
NOMO3	1
CRIM1	440
LOC105371099	0
MIR3179-2	0
MIR3670-2	0
LOC107984155	9
MIR3180-2	0
PKD1P1	6
MIR6511A2	0
MIR6770-2	0
PKD1P2	5
MIR6511A3	0
FEZ2	430
NPIPA7	0
LOC105371098	0
LOC105371105	0
LOC100133127	0
LOC441750	0
LOC107987423	0
CES1	0
CES5A	0
SNTB2	0
RNU6-22P	0
LOC100422559	0
UTP4	2
LOC101929817	0
LOC102723777	0
LOC105377826	0
GTF2IP17	0
LOC101929823	0
LOC101929828	0
SCGB1C2	0
DOC2B	0
LINC02091	0
VIT	0
LOC101929045	4
RPH3AL	12
LOC107987424	2
LOC100506388	0
LOC105371425	0
NXN	0
TIMM22	0
ABR	0
LOC105371481	0
MIR3183	0
STRN	601
LOC105379599	0
LOC105371480	0
MRPL14P1	0
LOC105371479	0
YWHAE	0
CRK	0
SLC43A2	0
RN7SL105P	0
SCARF1	0
RILP	0
RNU6-577P	0
PRPF8	0
TLCD2	0
MIR22HG	0
MIR22	0
WDR81	8
SERPINF2	0
SERPINF1	0
MMP28	0
TAF15	0
HEATR9	0
AKR7L	5
LOC107985867	0
LOC107985049	0
LOC105371744	0
CCL5	0
LOC105371745	0
LOC107985070	0
LRRC37A8P	0
LRRC37A9P	0
LOC100133244	0
RDM1	0
LYZL6	0
HEATR5B	498
CCL16	0
CCL15-CCL14	0
CCL14	0
CCL15	0
CCL23	0
CCL18	0
LOC102724850	0
CCL3	0
LOC101927369	0
CCL4	0
GPATCH11	624
RN7SL301P	0
LOC107985055	0
LOC100419980	0
LOC107985056	0
LOC100420851	0
TBC1D3B	0
CCL3L3	0
CCL4L2	0
LOC105371747	0
TBC1D3I	0
EIF2AK2	1144
LOC102724956	0
LOC101060212	0
TBC1D3G	0
LOC102723414	0
LOC100420852	0
TBC1D3H	0
RNU6-1192P	0
TBC1D3F	0
TBC1D3J	0
LOC105371749	0
LOC107985793	3
LOC105371748	0
ZNHIT3	0
RNA5SP439	0
MYO19	0
PIGW	0
GGNBP2	0
RPS2P50	0
DHRS11	0
LOC107985031	0
MRM1	10
SULT6B1	0
LOC105376836	0
LOC105371751	0
LOC105379600	0
LOC105371750	1
LOC102723471	0
LHX1	0
AATF	0
MIR2909	0
LOC105371753	0
ACACA	2
RPL31P16	0
RPS2P49	0
HMGB1P24	0
RPL18AP12	0
SNORA90	0
C17orf78	0
TADA2A	9
LOC100419621	0
DUSP14	12
SYNRG	0
DDX52	85
CEBPZOS	1190
MIR378J	0
LOC105371755	0
LOC105371756	0
HNF1B	0
LOC107985009	0
LOC105371754	0
LOC105371757	0
YWHAEP7	0
RNU6-489P	0
LOC102723851	0
CEBPZ	3486
TBC1D3E	0
LOC102723933	0
TBC1D3	0
LOC440434	9
LOC105371760	0
MRPL45	262
GPR179	0
SOCS7	17
ARHGAP23	3
LOC101929494	1
NDUFAF7	292
SRCIN1	0
LOC105371761	0
EPOP	0
LOC105371764	0
LOC105371763	0
MIR4734	0
MLLT6	0
LOC105371762	0
MIR4726	0
CISD3	0
AKR7A3	13
PRKD3	426
RNA5SP440	0
PCGF2	0
LOC100287808	0
TRN-GTT2-5	0
PSMB3	0
RNU6-866P	0
PIP4K2B	0
CWC25	0
MIR4727	0
C17orf98	0
LOC101929542	1
LOC105371777	0
KRT12	0
KRT20	0
KRT23	0
LOC107985072	0
KRT39	0
KRT40	0
KRTAP3-3	0
KRTAP3-2	0
KRTAP3-4P	0
RNU6-939P	0
KRTAP3-1	0
KRTAP1-5	0
KRTAP1-4	0
KRTAP1-3	0
KRTAP1-1	0
KRTAP2-1	0
KRTAP2-2	0
KRTAP2-3	0
KRTAP2-4	0
KRTAP2-5P	0
QPCT	4
LOC100996750	2
KRTAP4-8	1
KRTAP4-16	0
KRTAP4-9	0
KRTAP4-11	0
KRTAP4-12	0
KRTAP29-1	0
KRTAP9-10P	0
KRTAP9-6	0
KRTAP9-9	0
LOC107985868	1
KRTAP9-4	0
KRTAP9-8	0
KRTAP9-3	0
KRTAP9-2	0
KRT37	0
KRT41P	0
LOC100505782	0
KRT31	0
LOC100653049	0
KRT34	0
RNU6-1116P	0
KRT33B	0
LOC105371778	0
KRT33A	0
TBC1D3P7	0
KRTAP17-1	0
KRTAP16-1	0
RNA5SP443	0
LOC105371796	0
ARHGAP27	32
PLEKHM1	1
LOC105374464	8
MIR4315-1	0
LOC107987253	0
LOC101929774	0
LRRC37A2	0
RN7SL199P	0
NSFP1	0
LOC100996709	6
LOC107987254	0
LRRC37A	0
RN7SL656P	0
CDC42EP3	1259
LOC100132570	0
DND1P2	0
MAPK8IP1P1	0
LOC105371799	0
KANSL1	9
KANSL1-AS1	0
MAPT	12
STH	0
LOC105379573	0
MAPT-IT1	0
LOC107985870	1
MAPT-AS1	0
SPPL2C	0
CRHR1-IT1-CRHR1	0
CRHR1	0
LOC105371801	0
LOC105371802	0
CRHR1-IT1	4
LOC108489980	0
RPS26P8	0
MAPK8IP1P2	0
LOC105374465	0
DND1P1	0
LOC107987404	0
LOC100996745	0
LOC100996747	0
LOC105376839	0
LOC107984142	0
LOC101929775	0
LOC100294336	0
LOC107984156	12
LOC102724345	0
LOC100506730	59
LOC107985869	1
NSF	0
LOC107987403	1
RPS7P11	0
WNT3	0
LOC101929777	0
MYL6P5	0
LACAT1	0
LOC105371907	0
LOC107984143	3
SEPT9	0
LOC344382	0
METRNL	1
B3GNTL1	1
TBCD	1
LOC105371944	0
RNA5SP458	0
LOC105372114	0
SKA1	0
LOC105372115	0
RPLP0P11	0
LOC100422053	0
LINC00211	0
DSEL	0
LOC105372219	0
LOC105372220	0
LOC105372221	0
LOC645321	0
SALL3	0
LOC105372225	0
ATP9B	0
LOC284240	0
LOC284241	0
RMDN2	45
CTDP1	0
LOC105376875	0
AZU1	0
PRTN3	0
ELANE	0
CFD	0
MED16	0
SBNO2	0
LOC100533638	0
VN1R79P	0
RMDN2-AS1	0
ZNF66	0
BNIP3P24	0
LOC100418986	0
LOC100418987	0
LOC100418988	0
LOC100418989	0
LOC100418990	0
LOC100418991	0
LOC100418992	0
LOC100418993	0
LOC100419680	1
ZNF85	0
KRT18P40	0
ZNF430	0
LOC400682	0
MTDHP3	0
MTDHP4	0
VN1R84P	0
ZNF100	0
LOC641367	0
BRI3BPP1	0
LOC107985872	0
ZNF43	0
BNIP3P31	0
LOC107985324	0
LOC105372328	0
BNIP3P30	0
ZNF676	0
VN1R85P	0
MTDHP5	0
PCGF7P	0
ZNF92P2	0
CYP1B1	20
LSM14A	10
KIAA0355	0
RPL29P33	0
KIAA0355	0
GPI	0
CEACAM7	0
LOC105372405	0
DNAJC19P3	0
CEACAM4	0
LOC105372404	0
LOC105374466	0
DNAJC19P2	0
CEACAMP3	0
CEACAM21	0
LINC01480	0
PLEKHA3P1	0
TPM3P5	0
PCAT19	9
VSTM1	0
TARM1	0
OSCAR	0
CYP1B1-AS1	0
NDUFA3	0
TFPT	0
PRPF31	0
CNOT3	0
LOC102724273	0
LENG1	0
TMC4	0
MBOAT7	0
TSEN34	0
RPS9	6
AKR7A2	631
LOC107985871	1
LOC107987425	0
LOC100421130	0
LILRA6	2
LILRB5	0
RNU6-1307P	0
LOC100420187	0
LILRB2	0
MIR4752	0
LILRA3	0
LILRA5	0
RNU6-951P	0
VN1R104P	0
TTYH1	0
LENG8-AS1	0
LENG8	0
LENG9	0
CDC42EP5	0
LAIR2	0
LOC105372460	0
KIR3DX1	0
LOC107985347	0
LOC102723739	0
LOC105372461	0
LILRA2	0
LILRA1	0
LILRB1	0
MIR8061	0
VN1R105P	0
LILRB4	0
LILRP1	0
LILRP2	0
KIR3DL3	0
RPL7P12	0
KIR2DL3	0
KIR2DP1	0
LOC101928804	0
KIR2DL1	0
KIR3DP1	0
NCR1	0
NLRP7	0
NLRP2	0
RPL36AP50	0
LOC107985325	0
LOC105374467	0
GP6	0
RDH13	0
EPS8L1	0
LOC107985440	0
CDH4	0
MIR1257	0
TAF4	0
LOC105372704	0
KCNQ2	0
LOC105372721	0
GAPDHP25	0
LOC105372720	0
OPRL1	0
NPBWR2	0
LOC105372727	0
MYT1	0
PCMTD2	0
LOC107985511	0
NEK4P1	0
LOC107987418	0
BTG3	0
ATL2	1974
LOC100134423	0
LINC00308	0
LOC105379618	0
LOC100420035	0
RNU4-45P	0
PAXBP1	0
C21orf62-AS1	0
C21orf62	0
IFNGR2	0
TMEM50B	0
LOC105374468	0
RPS5P3	0
DNAJC28	0
GART	0
FTCD	0
SPATC1L	0
LSS	0
IGLV5-45	0
LOC102724999	0
IGLV7-43	0
IGLV5-39	0
LOC100996902	0
LOC105379605	3
LOC102725003	0
LOC105379604	0
LOC105379603	0
LOC100736412	0
ZNF280B	0
LOC105379602	0
ZNF280A	0
LOC105379601	0
PRAME	0
LOC101929596	2
LL22NC03-63E9.3	0
CES5AP1	0
ZDHHC8P1	0
LOC107985555	0
LINC01659	0
LINC01658	0
LOC648771	0
LOC105372955	0
C22orf15	0
CHCHD10	0
RNU6-1099P	0
RPLP0P6	239
LOC107985577	0
MMP11	0
SMARCB1	0
DERL3	0
SLC2A11	0
RN7SL268P	0
MIF-AS1	0
MIF	0
LOC107985558	0
LOC100129358	0
HNRNPLL	1038
LOC100652871	0
GSTT2B	3
LOC107985559	0
DDTL	0
DDT	0
GSTT2	9
GSTTP1	0
MTND1P13	0
EIF4EBP1P2	0
LOC100420769	0
GALM	141
LOC391322	0
GSTT1-AS1	0
GSTT1	0
GSTTP2	0
CABIN1	0
MRPS16P3	0
APOL5	0
RBFOX2	1
RPL41P3	0
NDUFA9P1	0
SRSF7	2274
PVALB	0
NCF4	0
LOC107985578	0
LOC105373032	0
APOBEC3A_B	0
FAM109B	0
SMDT1	0
NDUFA6	0
NDUFA6-AS1	0
OLA1P1	0
TTC39DP	0
LOC105373047	0
CYP2D7	0
CYP2D8P	0
TCF20	0
LINC00685	1
PPP2R3B	0
LOC102723840	0
FABP5P13	0
KRT18P53	0
TBX22	0
LOC100529111	0
OR2T4	0
OR2T6	0
OR2T1	0
OR2T7	0
OR2T2	0
LOC105373279	0
OR2T3	0
LOC105373277	0
OR2T5	0
OR2AS2P	0
GEMIN6	558
LOC105374866	0
LOC107985913	0
LOC101926946	0
IGKV1OR2-118	0
LOC101060017	0
LINC01237	0
LINC01238	0
LOC285097	0
LOC105373980	0
LOC105373979	0
DHX57	588
LINC01881	0
MUC4	0
MUC20	0
LOC107987431	0
LINC00969	2
MIR570	0
SDHAP2	0
LOC105374297	0
LOC100288016	0
LOC105374298	0
ASS1P2	3
LOC105377616	0
RNU1-51P	0
LOC105377619	0
LOC728339	0
LINC01596	0
FRG1	0
MLLT10P2	0
TUBB7P	0
RNA5SP174	0
RNA5SP175	0
LOC105374470	0
DUX4L9	0
LOC107986243	0
FRG2	0
RARRES2P4	0
LOC105379623	0
LOC101928993	0
LOC728506	0
LOC102725009	0
LOC100287046	0
LOC105379023	7
LOC107985728	6
PQLC2	125
MORN2	119
LOC105369228	0
CDH12P2	0
SERF1B	0
SMN2	0
LOC728519	0
CDH12P3	0
SERF1A	0
SMN1	0
NAIP	0
GTF2H2	0
ARHGEF33	1
LOC653406	0
CDH12P4	0
LOC728452	0
LOC107987433	0
GUSBP9	0
LOC107987432	0
LOC107986421	0
LOC102724392	0
PMCHL2	0
LOC107987434	0
LOC105374471	0
BDP1	17
LOC100419852	0
HMGN1P12	0
MCCC2	0
LOC728554	0
LOC100128340	0
SUDS3P1	0
PROP1	0
GPX6	0
GPX5	0
LOC375196	0
TRI-TAT3-1	0
LOC107986586	0
TRR-TCG5-1	0
ZBED9	0
TRQ-TTG2-1	0
TRS-GCT4-1	0
TRA-AGC3-1	0
TRA-TGC9-1	0
LOC105374996	0
TRA-TGC2-1	0
SOS1	500
TRT-CGT3-1	0
LINC00533	0
TRA-AGC4-1	0
TRA-CGC2-1	0
TRK-TTT13-1	0
TRA-CGC5-1	0
TRA-AGC5-1	0
TRA-AGC7-1	0
TRT-AGT3-1	0
TRF-GAA11-1	0
RNU6-198P	0
TRA-CGC4-1	0
RPSAP2	0
TRV-AAC6-1	0
TRR-CCG1-1	0
TRK-TTT7-1	0
TRA-TGC6-1	0
TRF-GAA5-1	0
TRA-AGC23-1	0
NOP56P1	0
TRA-TGC1-1	0
HSPE1P13	0
TRF-GAA1-1	0
TRA-AGC1-1	0
TRA-TGC7-1	0
TRF-GAA3-1	0
TRA-AGC6-1	0
TRA-TGC5-1	0
TRF-GAA4-1	0
TRA-AGC2-1	0
LINC01623	0
RPL13P	0
CDKL4	2
TRA-AGC2-2	0
TRR-CCG1-2	0
ZNF90P2	0
TRNAL-CAA	0
HCG14	0
TRIM27	0
RNU6-930P	0
TRL-CAA1-2	0
TRQ-CTG1-3	0
TRL-AAG2-2	0
MAP4K3	540
LINC01556	0
TRM-CAT3-1	0
TRK-TTT3-3	0
TRM-CAT3-2	0
KRT18P1	0
RN7SL471P	0
TRF-GAA1-2	0
TRE-CTC1-6	0
HCG16	0
TRL-AAG3-1	0
RNU6-373P	0
ZNF311	0
LOC105375002	0
OR2AD1P	0
LOC100129636	0
OR2W1	0
OR2P1P	0
SAR1AP1	0
OR2B3	0
OR2J1	0
LOC105375003	0
CAPZB	1961
LOC728730	50
OR2J3	0
OR2N1P	0
OR2J2	0
OR2J4P	0
OR2H4P	0
LOC101929006	0
OR2G1P	0
LOC105375006	0
OR2U1P	0
OR2U2P	0
TMEM178A	2
LOC105375005	0
OR2B4P	0
OR14J1	0
DDX6P1	0
OR5V1	0
OR12D3	0
OR12D2	0
OR12D1	0
OR11A1	0
OR10C1	0
THUMPD2	1136
OR2H1	0
UBDP1	0
MAS1LP1	0
LOC105375008	0
MAS1L	0
RPS17P1	0
LOC105375009	0
LINC01015	0
GPR53P	0
OR2I1P	0
SLC8A1-AS1	0
UBD	0
OR2H5P	0
TMEM183AP1	0
SNORD32B	0
RPL13AP	0
OR2H2	0
GABBR1	0
SUMO2P1	0
MOG	0
ZFP57	0
LOC100419512	0
ZDHHC20P1	0
HCG4P11	0
HLA-F	0
RPL23AP1	0
HLA-F-AS1	1
