Gene Symbol	OVCAR_KO
ARHGAP11A	6
SCG5	0
LOC107987473	0
LOC105370757	0
LOC105370756	0
RAB10	3302
GREM1	0
LOC100131315	0
FMN1	0
LOC107987470	0
PRSS21	0
EIF1P4	0
ZG16B	0
PRSS30P	1
PRSS22	17
LOC101929566	0
RNU6-942P	0
TMEM159	0
ZP2	0
ANKS4B	0
CRYM	0
CRYM-AS1	1
SNX29P1	1
NPIPB3	62
LOC100190986	227
SMG1P3	9
NPIPB5	91
LOC105374333	47
SMG1P1	0
RRN3P3	0
MFSD13B	0
CDR2	26
POLR3E	0
EEF2K	9
VWA3A	0
C16orf52	1
PDZD9	0
LOC100420536	0
RPS2P15	0
UQCRC2	10
LOC100420644	0
LOC342293	0
SMG1P4	0
NPIPB4	1
RRN3P1	4
OTOA	0
METTL9	1
IGSF6	0
RNU6-196P	0
LOC105376809	0
LOC391359	6
RNU6-1005P	0
LOC101927814	0
LOC646828	0
SLC7A5P2	14
MIR3680-1	0
LOC653786	0
HYDIN	0
LOC107987474	0
CMTR2	13
LOC102723786	0
SMARCE1P6	2
LOC101929932	711
LOC102725168	0
CALB2	0
LOC105371332	0
LOC105371430	0
C17orf97	0
RFLNB	8
VPS53	0
RPS4XP17	0
TNK1	0
PPIL1P1	0
TMEM256-PLSCR3	0
PLSCR3	0
TMEM256	0
NLGN2	0
SPEM1	0
C17orf74	0
TMEM102	0
FGF11	0
CHRNB1	0
ZBTB4	0
GAREM2	165
SLC35G6	0
POLR2A	0
LLGL1	0
FLII	0
MIEF2	0
TOP3A	0
RPL7AP65	0
RPL21P121	0
SMCR8	0
SHMT1	0
HADHA	2360
MIR6778	0
EVPLL	0
TBC1D3P4	0
LINC02076	0
YWHAEP2	0
KRT17P5	0
KRT17P2	0
KRT16P1	0
KRT16P4	0
TNPO1P2	0
LOC107985860	53
LGALS9C	0
NOS2P2	0
CTAGE1	0
ATP7BP1	0
RPS4XP18	0
CTIF	0
MIR4743	0
LOC105372107	0
LOC107985147	0
LOC105372106	0
HADHB	1357
LOC105372105	0
MAP4K1	0
LOC105372397	0
EIF3K	0
ACTN4	0
LOC107985291	0
CAPN12	0
LGALS7	0
LGALS7B	0
LGALS4	0
LOC105374334	7
ECH1	0
HNRNPL	0
RINL	0
SIRT2	0
NFKBIB	0
CCER2	0
SARS2	0
MRPS12	0
FBXO17	0
LEUTX	0
ADGRF3	13
DYRK1B	0
MIR6719	0
FBL	0
FCGBP	12
PRR13P5	0
PSMC4	0
ZNF546	0
LOC390933	0
ZNF780B	0
ZNF780A	0
SELENOI	3073
LILRP2	0
KIR3DL3	0
KIR2DL3	0
KIR2DP1	0
LOC101928804	0
KIR3DL1	0
KIR3DP1	0
KIR2DL4	0
KIR2DS4	0
KIR3DL2	0
LOC105376812	0
DRC1	5
LILRP2	0
KIR3DL3	0
KIR2DL3	0
KIR2DP1	0
LOC101928804	0
KIR3DL1	0
KIR3DP1	0
KIR2DL4	0
KIR2DS4	0
KIR3DL2	0
OTOF	2
LILRP2	0
KIR3DL3	0
KIR2DL3	0
KIR2DP1	0
LOC101928804	0
KIR3DL1	0
KIR3DP1	0
KIR2DL4	0
KIR2DS4	0
KIR3DL2	0
C2orf70	27
LILRP2	0
KIR3DL3	0
KIR2DL3	0
KIR2DP1	0
LOC101928804	0
KIR2DL1	0
KIR3DP1	0
KIR2DL5B	0
KIR2DL4	0
KIR3DS1	0
CIB4	4
KIR2DL5A	0
KIR3DL2	0
LILRP2	0
KIR3DL3	0
KIR2DL3	0
KIR2DP1	0
KIR2DS1	0
LOC101928804	0
KIR3DP1	0
KIR2DL4	0
RPL37P11	0
KIR3DS1	0
KIR3DL2	0
RNU6-222P	0
FCAR	0
NCR1	0
LILRP2	0
KIR3DL3	0
KIR2DL3	0
KIR2DP1	0
LOC101928804	0
KCNK3	5
KIR3DP1	0
KIR2DL4	0
KIR3DL1	0
KIR2DS4	0
KIR3DL2	0
LILRP2	0
KIR3DL3	0
KIR2DP1	0
LOC101928804	0
KIR3DP1	0
SLC35F6	291
KIR2DL4	0
KIR3DL1	0
KIR2DS4	0
KIR3DL2	0
RNU6-222P	0
LILRP2	0
KIR3DL3	0
KIR2DL3	0
KIR2DP1	0
LOC101928804	0
CENPA	146
KIR2DL1	0
KIR3DL1	0
KIR3DP1	0
KIR2DL4	0
KIR2DS4	0
KIR3DL2	0
LILRP2	0
KIR3DL3	0
KIR2DL3	0
KIR2DP1	0
CDKN2AIPNLP2	0
LOC101928804	0
KIR3DL2	0
RNU6-222P	0
FCAR	0
LILRP2	0
KIR3DL3	0
KIR2DL3	0
KIR2DP1	0
LOC101928804	0
KIR3DL1	0
DPYSL5	152
KIR3DP1	0
KIR2DL4	0
KIR2DS4	0
KIR3DL2	0
LILRP2	0
KIR2DL2	0
KIR2DS3	0
KIR2DP1	0
KIR2DS1	0
LOC101928804	0
LINC01654	0
LOC105374337	0
KIR3DP1	0
KIR2DL4	0
KIR3DS1	0
KIR3DL2	0
LILRP2	0
KIR3DL3	0
KIR2DL3	0
KIR2DP1	0
LOC101928804	0
RNU6-222P	0
MAPRE3	148
LILRP2	0
KIR3DL3	0
KIR2DL3	0
KIR2DP1	0
LOC101928804	0
KIR3DP1	0
KIR2DL4	0
KIR2DS4	0
KIR3DL2	0
RNU6-222P	0
LOC100129724	28
LILRP2	0
KIR3DL3	0
KIR2DL2	0
KIR3DP1	0
KIR2DL4	0
KIR2DS4	0
KIR3DL2	0
NCR1	0
FCAR	0
RNU6-222P	0
TMEM214	293
KIR3DL2	0
KIR2DS1	0
KIR2DL2	0
KIR3DL3	0
NDUFA6	26
NDUFA6-AS1	0
OLA1P1	0
LOC105373047	0
CYP2D7	0
CYP2D8P	0
AGBL5-AS1	0
TCF20	0
OLA1P1	0
LOC107987476	0
CYP2D7	0
LOC107987475	35
CYP2D8P	0
TCF20	0
OLA1P1	0
LOC107987482	0
NDUFA6-AS1	0
TRY-GTA2-1	0
CYP2D6	0
LOC107987481	0
LOC107987477	0
LOC107987479	0
LOC107987480	0
LOC107984153	5
LOC107987478	0
CYP2D7	0
CYP2D8P	0
TCF20	0
TRA-AGC8-1	0
LOC107987466	0
NDUFA6-AS1	0
CYP2D6	0
LOC107987465	0
LOC107984152	0
CYP2D7	0
LOC107987464	0
CYP2D8P	0
TCF20	0
NDUFA6-AS1	0
AGBL5	303
CYP2D6	0
LOC102723722	8
CYP2D7BP	0
CYP2D7	0
CYP2D8P	0
TCF20	0
SHANK3	2
RNU6-409P	0
LOC105373100	0
ACR	0
OST4	1898
LOC150417	0
LOC105369226	0
CTBP2P1	0
PLCH2	0
PANK4	0
HES5	0
LOC115110	0
TNFRSF14	0
LOC100996583	0
FAM213B	0
EMILIN1	6
MMEL1	0
LOC105378597	0
TTC34	0
LOC105378603	0
LOC105378602	0
LOC105378601	0
LOC105378598	0
LOC107985732	0
LOC105378600	0
LOC107984904	0
LOC284600	52
IGSF21	0
KHK	48
LOC105378599	0
LOC100132865	0
PRAMEF22	0
PRAMEF34P	0
PRAMEF35P	0
HNRNPCL2	0
PRAMEF36P	0
PRAMEF26	0
HNRNPCL4	0
PRAMEF9	0
CGREF1	53
PRAMEF13	0
PRAMEF18	0
PRAMEF31P	0
PRAMEF5	0
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	0
PRAMEF33P	0
LOC107987405	0
RNVU1-11	0
ABHD1	2
LOC105379574	0
LOC107985110	0
TRN-GTT3-2	0
PPIAL4F	0
LOC101929826	1
LOC105371215	0
LOC101927429	0
LOC101929784	0
RN7SL372P	0
GEMIN2P1	0
PREB	772
INTS3	0
SLC27A3	0
LOC343052	0
LOC105371448	0
GATAD2B	0
LOC645965	0
LOC100510710	0
MTX1	0
GBAP1	1
MTX1P1	0
PRR30	0
GBA	0
FAM189B	0
SCAMP3	0
CLK2	0
HCN3	0
PKLR	0
LOC105371677	0
ATP6V1G3	0
PTPRC	0
PEBP1P3	0
TCF23	0
SEPT14P21	0
CICP21	0
LOC105373249	0
LOC102724236	0
LINC01347	0
RNU6-747P	0
CEP170	0
SDCCAG8	0
FCF1P7	0
MIR4677	0
SLC5A6	295
AKT3	0
LOC105373255	0
FABP7P1	0
KIF26B	2
LOC105373266	0
LOC105373265	0
OR2T4	0
OR2T6	0
OR2T1	0
OR2T7	0
ATRAID	921
OR2T2	0
LOC105373279	0
OR2T3	0
LOC105373277	0
OR2T5	0
OR2AS2P	0
LOC105379575	0
LOC105373392	0
LINC01115	0
SNTG2	0
CAD	746
SNTG2	0
TPO	0
LOC107985837	0
TRAPPC12	0
LOC107987406	40
ADI1	4
CRIM1	0
LOC100288911	0
RPL21P36	0
LOC102724983	51
SLC30A3	167
IGKV1OR2-118	0
NBEAP2	0
C2orf27A	0
LOC100422473	0
LOC100419921	0
C2orf27B	0
KIF5C	0
NOSTRIN	0
SPC25	4
G6PC2	0
LOC105376814	0
DNAJC5G	25
ABCB11	0
GAL3ST2	0
NEU4	0
LOC107986004	0
LOC107986005	0
PDCD1	0
LOC105373977	0
RTP5	0
LOC105373978	0
LINC01237	0
TRIM54	46
LOC285095	0
LINC01237	0
LINC01238	0
LOC285097	0
LOC105373980	0
LOC105373979	0
LINC01881	0
RN7SL147P	0
MARK2P14	0
LOC100533755	0
UCN	36
FANCD2P2	0
NUP210P2	0
CYCSP12	0
TAMM41	1
LOC101927829	0
LOC100419966	0
LOC100419969	0
OR7E130P	0
OR7E29P	0
OR7E93P	0
MPV17	318
OR7E53P	0
OR7E97P	0
LOC105374312	5
LOC105379578	35
RPS24P9	0
MIR548I1	0
RPS3AP14	0
SNRPCP11	0
LOC101927056	0
ENPP7P4	0
GTF3C2	468
LOC105374157	0
LOC105374158	0
AADACL2	0
AADACL2-AS1	0
DHX36	2
ARHGEF26	0
LOC105374167	0
LOC107987407	5
LOC105374251	0
LOC105374252	0
GTF3C2-AS1	2
LOC391600	0
LINC02054	0
LOC105374298	0
LOC105374297	0
LOC100288016	0
SDHAP2	0
LINC00969	0
MIR570	0
MUC20	0
MUC4	0
LOC105374363	67
LOC105374299	0
BDH1	4
LINC02012	0
LOC105379576	0
LOC105374308	0
SEPT14P3	0
CICP6	0
LOC100133150	0
RNU6-860P	0
FAM157A	0
EIF2B4	288
LOC107986177	0
TUBB8P8	0
FRG2FP	0
ANKRD18DP	0
RNU6-821P	0
KCNIP4	0
LOC105374516	0
RPL31P25	0
LOC107986270	0
LOC107986271	0
SNX17	519
LOC105378262	0
YTHDC1	0
MT2P1	0
TMPRSS11E	0
LOC728807	0
UGT2B15	0
LOC728811	0
LOC100422026	0
LOC100422189	0
UGT2B10	0
ZNF513	127
LOC101930041	0
LOC100174950	0
LOC101927264	0
UGT2A3	0
LOC100289568	0
LOC642381	0
LOC101929773	0
ASIC5	0
LOC105377507	0
TDO2	0
KLHDC7A	4
PPM1G	1626
CTSO	0
LOC105379580	0
RPL7AP27	0
LOC105377608	0
ICE2P1	0
LOC105377609	0
LINC01060	0
LOC105377616	0
RNU1-51P	0
LOC105377619	0
FTH1P3	35
LOC728339	0
LINC01596	0
CEP72	0
LOC100996325	0
LOC105374608	0
LOC105374607	0
LOC105374606	0
MIR4456	0
LOC107986395	0
SLC9A3	0
NRBP1	752
LOC100506688	0
NKD2	0
SLC12A7	11
MIR4635	0
LOC105374612	0
LOC107986396	0
LPCAT1	15
SLC6A3	0
LINC01511	0
CLPTM1L	3
KRTCAP3	298
LOC105374657	0
LOC107986410	0
LOC101929645	0
LOC105374699	0
LOC100533677	0
LINC02109	0
ADAMTS12	0
RNU6-923P	0
RXFP3	0
SLC45A2	0
IFT172	144
MRPS36	0
CDK7	0
CCDC125	8
CFL1P5	1
CHCHD2P2	0
LOC106050037	0
AK6	0
TAF9	0
RAD17	2
MARVELD2	0
RNU6-986P	0
RPS27P14	0
LOC101928924	0
RN7SL616P	0
OCLN	50
RNU6-724P	0
GTF2H2C	2
NAIP	5
SMN1	5
SERF1A	6
CDH12P3	0
FNDC4	24
SMA4	6
LOC102724995	6
LOC102724994	0
LOC107987419	1
LOC107986355	0
LOC107986358	0
LOC100653061	76
LOC101929599	5
LOC728488	0
LOC643784	0
GCKR	5
GTF2H2C_2	31
LOC647859	0
LOC653406	0
CDH12P4	0
LOC107986421	0
LOC102724392	0
LOC105379025	0
PMCHL2	0
LOC107987420	0
BDP1	0
LOC100420668	1
LOC100419852	0
HMGN1P12	0
MCCC2	0
LOC105379085	3
LOC101927421	0
RN7SKP117	0
LOC105377697	0
LOC728554	0
LOC100128340	2
SUDS3P1	1
C2orf16	17
PROP1	0
TRV-AAC6-1	0
TRR-CCG1-1	0
TRK-TTT7-1	0
TRA-TGC6-1	0
TRF-GAA5-1	0
TRA-AGC23-1	0
NOP56P1	0
TRA-TGC1-1	0
TRF-GAA1-1	0
DYNLL1P3	0
ZNF512	578
TRA-AGC1-1	0
TRA-TGC7-1	0
TRF-GAA3-1	0
TRA-AGC6-1	0
TRA-TGC5-1	0
TRF-GAA4-1	0
TRA-AGC2-1	0
LINC01623	0
RPL13P	0
TRA-AGC2-2	0
CCDC121	56
TRR-CCG1-2	0
ZNF90P2	0
TRNAL-CAA	0
HCG14	0
TRIM27	0
RNU6-930P	0
TRF-GAA1-2	0
TRE-CTC1-6	0
HCG16	0
TRL-AAG3-1	0
GPN1	753
ZNF311	0
LOC105375002	0
OR2AD1P	0
OR2W1	0
OR2B3	0
OR2J1	0
LOC105375003	0
OR2J3	0
OR2N1P	0
OR2J2	0
SUPT7L	495
LOC101929006	0
OR2U2P	0
OR2B4P	0
OR14J1	0
OR11A1	0
OR10C1	0
OR5V1	0
OR2H1	0
UBDP1	0
MAS1LP1	0
SLC4A1AP	375
LOC105375008	0
MAS1L	0
RPS17P1	0
LOC105375009	0
LINC01015	0
GPR53P	0
OR2I1P	0
UBD	0
OR2H5P	0
TMEM183AP1	0
LINC01460	6
SNORD32B	0
RPL13AP	0
OR2H2	0
GABBR1	0
SUMO2P1	0
MOG	0
ZFP57	0
3.8-1.5	0
HCG4	0
HLA-V	0
LOC105374378	4
LOC554223	0
HCG4P9	0
HLA-P	0
RPL7AP7	0
MICG	0
HCG4P8	0
HLA-G	0
HCGVIII-2	0
LOC105375010	0
HCP5B	0
MRPL33	767
HCG4P7	0
HLA-H	0
HLA-T	0
DDX39BP1	0
MCCD1P1	0
3.8-1.3	0
HCG4B	0
HLA-K	0
HLA-U	0
HCG4P5	0
RBKS	46
HLA-A	0
HCG4P4	0
HLA-W	0
DDX39BP2	0
MCCD1P2	0
3.8-1.2	0
ZNRD1ASP	0
HCG4P3	0
HLA-J	0
HCG8	0
BRE	226
ETF1P1	0
ZNRD1	0
PPP1R11	0
RNF39	0
TRIM31	0
TRIM31-AS1	0
TRIM40	0
TRIM10	0
TRIM15	0
TRIM26	0
PAX7	3
BRE-AS1	4
PAIP1P1	0
HCG17	1
TRIM26BP	0
HCG18	0
TRIM39	0
TRIM39-RPP21	0
RPP21	0
HLA-N	0
UBQLN1P1	0
MICC	0
LOC100420770	0
GNL1	0
DHX16	0
PPP1R18	0
NRM	0
RPL7P4	0
MDC1	0
MDC1-AS1	0
TUBB	0
FLOT1	0
DDR1	0
LOC105374369	1
MUC21	0
MUC22	0
HCG22	0
MICB	0
PPIAP9	0
RPL15P4	0
MCCD1	0
DDX39B	0
SNORD117	0
LOC100422227	2
TNF	0
LTB	0
LST1	0
NCR3	0
UQCRHP1	0
RNU6-850P	0
MSH5-SAPCD1	0
MSH5	0
SAPCD1	0
SAPCD1-AS1	0
VWA7	0
VARS	0
LSM2	0
HSPA1L	0
HSPA1A	0
HSPA1B	5
C6orf48	0
SNORD48	0
SNORD52	0
NEU1	0
LOC100505694	0
SLC44A4	0
EHMT2	0
LOC107986588	0
TNXB	0
RNA5SP206	0
PRRT1	0
LOC100507547	0
PPT2	0
PPT2-EGFL8	0
EGFL8	0
LOC100505736	11
AGPAT1	0
MIR6721	0
RNF5	0
MIR6833	0
AGER	0
PBX2	0
GPSM3	0
NOTCH4	0
C6orf10	0
HNRNPA1P2	0
LOC100505716	44
LOC101929163	0
RNU6-603P	0
HCG23	0
BTNL2	0
HLA-DRB3	0
LOC102725019	0
HLA-DQA2	0
MIR3135B	0
HLA-DQB2	0
HLA-DOB	0
RPL23AP34	0
TAP2	0
PSMB8	0
PSMB8-AS1	0
TAP1	0
PSMB9	0
PPP1R2P1	0
LOC100294145	0
HLA-Z	0
HLA-DMB	0
HLA-DMA	0
LOC105374381	1
HLA-DPA1	0
HLA-DPB1	0
RPL32P1	0
HLA-DPA2	0
COL11A2P1	0
HLA-DPB2	0
LOC105375021	0
HLA-DPA3	0
LYPLA2P1	0
SLC25A51P1	0
TAS1R2	0
LOC105374382	12
ADH5P4	0
LOC105377867	0
DBIP1	0
LOC100506851	0
LOC100418713	0
LOC100510709	0
LOC100421513	0
LOC105377997	0
THEMIS	0
MRPS17P5	0
LOC105374383	0
PTPRK	0
LOC101928140	0
LOC107986527	0
LOC101929297	0
GNG5P1	0
LOC107986668	0
LOC105378118	0
LOC105378144	0
LOC107986551	0
LOC105378146	2
FLJ31356	3
TCTE3	0
ERMARD	0
LINC00242	0
LINC00574	0
LOC105378149	0
LINC01624	0
LOC285804	0
DLL1	0
FAM120B	0
MIR4644	0
FOSL2	258
LOC105378155	2
LOC101929670	0
LOC107986676	0
LOC105378161	0
LOC105378157	0
LOC105375113	0
LOC101929756	0
LOC105375114	0
LOC102723672	0
LOC100507642	1
LOC102723530	0
LOC105375115	0
LOC105375116	0
FAM20C	0
DTX2	0
UPK3B	20
SPDYE16	31
LOC100133091	0
POMZP3	0
LOC105375356	0
DPY19L2P2	0
SNRPGP7	0
LOC105375434	0
RPL23AP95	0
NAPEPLD	0
RPL19P12	0
ARMC10	2
CRYZP1	0
AGK	0
KIAA1147	0
WEE2-AS1	0
WEE2	0
PLB1	29
RNU1-82P	0
SSBP1	0
MGAM	0
MGAM2	0
MOXD2P	0
PRSS58	0
TRY2P	0
PRSS3P3	0
TRB	29
TRBV1	0
LOC105374384	0
TRBV2	0
LOC105375539	0
TRBV3-1	0
TRBV4-1	0
TRBV5-1	0
TRBV6-1	0
TRBV7-1	0
TRBV4-2	0
TRBV6-2	0
TRBV3-2	0
RNA5SP89	0
TRBV4-3	0
TRBV6-3	0
TRBV7-2	0
TRBV8-1	0
TRBV5-2	0
TRBV6-4	0
TRBV7-3	0
TRBV8-2	0
TRBV5-3	0
TRBV9	0
LOC100505774	43
TRBV10-1	0
TRBV11-1	0
TRBV12-1	0
TRBV10-2	0
TRBV11-2	0
TRBV12-2	0
TRBV6-5	0
TRBV7-4	0
LOC107986855	0
TRBV5-4	0
ALDH4A1	103
PPP1CB	4877
LOC105379749	0
TRBV6-6	0
TRBV7-5	0
TRBV5-5	0
TRBV6-7	0
TRBV7-6	0
TRBV5-6	0
TRBV6-8	0
TRBV7-7	0
TRBV5-7	0
SPDYA	9
TRBV6-9	0
TRBV7-8	0
TRBV5-8	0
TRBV7-9	0
TRBV13	0
TRBV10-3	0
TRBV11-3	0
TRBV12-3	0
TRBV12-4	0
TRBV12-5	0
TRMT61B	264
TRBV14	0
TRBV15	0
TRBV16	0
TRBV17	0
TRBV18	0
TRBV19	0
TRBV20-1	0
TRBV21-1	0
TRBV22-1	0
TRBV23-1	0
WDR43	2981
TRBV24-1	0
MTRNR2L6	0
TRBV25-1	0
TRBVA	0
TRBV26	0
TRBVB	0
TRBV27	0
TRBV28	0
PGBD4P1	0
TRBV29-1	0
SNORD92	0
PRSS1	0
PRSS3P1	0
PRSS3P2	0
TRY7	0
PRSS2	0
WBP1LP1	0
TRBD1	0
TRBJ1-1	0
TRBJ1-2	0
TRBJ1-3	0
SNORD53	0
TRBJ1-4	0
TRBJ1-5	0
TRBC1	0
TRBJ2-2	0
TRBJ2-2P	0
TRBJ2-3	0
TRBJ2-4	0
FAM179A	7
TRBJ2-5	0
TRBJ2-6	0
TRBJ2-7	0
TRBC2	0
TRBV30	0
EPHB6	14
TRPV6	0
TRPV5	0
LOC105375542	0
LOC105375543	0
C2orf71	1
C7orf34	0
KEL	0
OR9A2	0
LOC105375544	0
OR9P1P	0
OR6V1	0
OR6W1P	0
CNTNAP2	1
RN7SL72P	0
LOC392145	0
LOC105374386	0
LOC107986864	0
LOC105379583	0
ERICH1	1
ERICH1-AS1	0
LOC401442	0
LOC105377777	0
ERICH1-AS1	0
LOC286083	0
LOC105377776	0
LOC105379585	0
CLIP4	477
LOC105377775	0
LOC105379586	0
DLGAP2	0
DLGAP2-AS1	0
MIR596	0
ARHGEF10	0
LOC100131395	0
LOC101928058	0
KBTBD11-OT1	0
KBTBD11	0
ALK	1
MYOM2	1
MIR7160	0
LOC105377781	0
LOC105377782	0
LOC105377783	0
LOC105377784	1
LOC107987411	0
LOC101927815	0
LOC107986865	0
LOC105377785	0
LOC101929386	0
DEFB109P1B	0
USP17L1	0
FAM66D	0
ZNF705G	0
DEFB108P2	0
DEFB4B	0
HSPD1P3	0
DEFB103A	0
SPAG11B	0
DEFB104B	0
LOC105374389	0
DEFB106B	0
DEFB105B	0
DEFB107B	0
LOC105377801	0
LOC101927997	0
PRR23D1	0
FAM90A6P	0
FAM90A7P	0
LOC105377800	0
FAM90A21P	0
RN7SL516P	0
FAM90A22P	0
FAM90A23P	0
OR7E157P	0
LOC107986910	12
ADAM9	0
ADAM32	0
RPL3P10	0
LOC100420403	0
ADAM5	0
LOC100130964	0
LOC101929418	1
ADAM18	0
ADAM2	0
LINC01606	0
LOC286177	0
LINC00588	0
RNU6-596P	0
LINC00824	0
LINC01300	0
GPR20	0
LOC101928037	0
YPEL5	631
LOC105375790	0
PTP4A3	0
MROH5	0
FP248	0
HNRNPA1P38	0
MIR1302-7	0
LOC100133669	2
LY6E	0
C8orf31	0
LOC105375795	0
LOC105374414	0
AK3P2	0
RPS26P36	0
LOC107987409	0
LOC107987410	0
LOC105379589	0
LOC102725000	0
LOC107984154	0
LY6L	0
LY6H	0
ZC3H3	0
LBH	1
RN7SKP175	0
LOC105375796	0
GSDMD	0
MROH6	0
NAPRT	0
EEF1D	0
TIGD5	0
PYCRL	0
TSTA3	0
ZNF623	17
LOC102723594	0
LOC105375799	0
ZNF707	0
BREA2	0
CCDC166	0
LOC101928160	0
MAPK15	0
FAM83H	0
MIR4664	0
FAM83H-AS1	0
LOC105375800	0
LOC285043	0
LOC642574	0
SCRIB	0
MIR937	0
PUF60	1
LOC100996662	0
ZNF251	0
LOC107986986	0
LOC107987408	23
RPL4P5	0
LOC101929802	0
LCLAT1	598
APBA1	0
MAMDC2	0
LOC105379611	3
MAMDC2-AS1	0
RNU2-5P	0
LOC389768	0
LOC100129340	0
GAPDHP26	0
PLPPR1	0
LOC100422500	0
CAPN13	21
LOC105376183	0
LOC105376182	0
BAATP1	0
TRMT112P4	0
LOC100421197	0
BAAT	0
FYTTD1P1	0
ARMC4P1	5
LOC102724245	1
RNU6-666P	0
LOC105374435	0
RNU6-452P	0
LOC101929180	0
FAM210CP	0
TRIAP1P1	0
PTCHD3	0
KSR1P1	0
LOC107984164	0
LOC105378267	0
LOC101929373	0
PABPC1P8	0
GALNT14	120
LOC101929816	0
RNU6-1207P	0
LOC105378283	0
CUBNP2	0
OR6D1P	0
OR13A1	0
ALOX5	0
LOC102724323	0
MARCH8	0
RNU6-1266P	0
LOC107985861	0
IMPDH1P5	0
DLG5	0
LOC101929347	0
RN7SL284P	0
DLG5-AS1	0
PTDSS2	0
RNH1	0
LOC105376507	0
LOC101059906	0
HRAS	0
CAPN14	0
LRRC56	4
LMNTD2	2
RASSF7	0
MIR210HG	7
MIR210	0
LOC143666	0
PHRF1	8
IRF7	0
CDHR5	12
SCT	0
RNA5SP90	0
DRD4	1
DEAF1	0
DUSP8	0
KRTAP5-AS1	0
KRTAP5-1	0
KRTAP5-2	0
KRTAP5-3	0
LOC105376668	0
KRTAP5-5	0
FAM99A	0
EHD3	1
FAM99B	0
LOC100505570	0
KCNQ1	0
COX6CP18	0
LOC107987412	1
KCNQ1-AS1	0
KCNQ1DN	0
CDKN1C	0
LOC107987413	1
SLC22A18AS	0
RPL21P70	0
SLC22A18	3
PHLDA2	0
NAP1L4	0
SNORA54	0
CARS	26
RNU1-91P	0
RPL7AP55	0
OR5P2	0
OR5P3	0
OR5E1P	0
XDH	5
LOC283299	0
RNU6-943P	0
LOC107984307	0
OR10A6	0
OR10A3	0
NLRP10	0
LOC642890	0
OR8J2	0
OR5T2	0
OR5T3	0
IFFO2	201
SRD5A2	0
OR5T1	0
OR8H1	0
OR8I1P	0
OR8K3	0
FAM8A2P	0
OR8K2P	0
OR8K1	0
RPL5P29	0
OR8J1	0
OR8U8	0
LOC107985862	0
OR8U9	0
OR8L1P	0
OR9G1	0
OR9G9	0
OR9G3P	0
OR9G4	0
MIR6128	0
OR9G2P	0
OR5G1P	0
OR5G4P	0
LOC107985863	0
OR5G5P	0
OR5G3	0
LOC107987426	0
LOC105369366	0
LOC338694	0
LOC105369586	0
DDX11L8	0
LOC100288778	0
LOC107987170	0
FAM138D	0
LOC105374449	1
IQSEC3	0
LOC105369593	0
LOC574538	0
TAS2R7	0
TAS2R8	0
TAS2R9	0
LOC107984459	0
TAS2R10	0
LOC100420580	0
PRH1-PRR4	0
KRT18P52	1
PRR4	0
PRH1	0
TAS2R12P	0
TAS2R13	0
PRH2	0
PRH1-TAS2R14	0
TAS2R14	0
TAS2R15P	0
TAS2R50	0
TAS2R20	0
AK2P2	0
TAS2R19	0
TAS2R31	0
TAS2R63P	0
TAS2R46	0
TAS2R64P	0
TAS2R43	0
TAS2R68P	0
TAS2R45	0
TAS2R30	0
TAS2R18P	0
MEMO1	304
SMIM10L1	0
PRB1	0
OVOS2	3
LOC101060058	0
LOC107987168	0
MTND6P26	0
MTCYBP26	0
RPL13AP22	0
MREGP1	0
LOC100419525	0
DPY30	1129
FAM60A	0
FLJ13224	0
LOC105369784	0
LOC105369785	0
ST13P8	0
RN7SKP65	0
LOC100533641	0
ATP23	0
LOC100506844	0
LOC107987421	0
SPAST	450
RPS6P22	0
METTL15P2	0
RPS6P19	0
SLC5A8	0
RNU6-768P	0
ANO4	0
DNAH10	0
CCDC92	0
LOC105379613	0
LOC101927531	0
SLC30A6	783
LOC107984448	0
LOC101927786	0
PIWIL1	0
BCYRN1P3	0
GXYLT1P1	0
CNN2P12	0
ZNF965P	0
LINC00417	0
CYP4F34P	0
SNX18P26	0
LOC100130417	6
LOC105376815	0
DDX50P1	32
LINC00328-2P	0
ANKRD20A9P	0
RHOT1P3	0
RNU6-55P	0
RNU6-76P	0
ATP8A2	0
LOC105370370	0
LINC01070	0
LOC101928730	0
LOC107984555	0
RNU6-647P	0
LINC01043	0
LINC01044	0
LOC105370373	0
SPACA7	0
LOC105370372	0
TUBGCP3	0
GRK1	0
LOC105377805	0
LINC00552	0
LOC101928957	0
NLRC4	22
CATSPERB	2
POLR3GP1	0
NANOGP7	0
LOC100128939	0
TC2N	0
LOC105370629	0
LOC101929002	0
CHGA	0
ITPK1	0
ITPK1-AS1	0
YIPF4	556
CYB5AP3	0
MOAP1	0
TMEM251	0
GON7	0
UBR7	0
RPL18AP1	0
BTBD7	0
RPL36AP4	0
UNC79	0
COX8C	0
BIRC6	1835
RNU6-1258P	0
PRIMA1	0
LOC105370631	0
FAM181A-AS1	0
FAM181A	0
ASB2	0
MIR4506	0
LOC107984663	0
LINC00521	0
OTUB2	0
DDX24	0
IFI27L1	0
IFI27	0
IFI27L2	0
LOC105370634	0
PPP4R4	0
SERPINA10	0
SERPINA6	0
SERPINA2	0
SERPINA1	0
BIRC6-AS2	4
CEND1P1	0
LOC107984688	0
C14orf180	0
TMEM179	0
LOC105370697	0
ATP5G1P1	0
ELK2BP	0
LOC105370698	0
